"UID1_ProvidersResKey","E306_ProviderCode","E781_ProviderType","UID31_CampusCourseFeesResKey","UID4_CoursesOnCampusResKey","E525_CampusSuburb","E644_CampusCountryCode","E559_CampusPostcode","Campuses_E609_EffectiveFromDate","UID5_CoursesResKey","E307_CourseCode","E536_CourseFeesCode","E495_IndicativeStudentContributionCSP","E496_IndicativeTuitionFeeDomesticFP","E609_EffectiveFromDate"
35,1055,"HEP",38637,42185,"CRAWLEY",1101,"6009","01/01/1999",104440,"215402",3,"14500.00","27200.00","01/01/2017"
35,1055,"HEP",38652,42185,"CRAWLEY",1101,"6009","01/01/1999",104440,"215402",3,"14630.00","27608.00","01/11/2021"
35,1055,"HEP",65558,42185,"CRAWLEY",1101,"6009","01/01/1999",104440,"215402",3,"15142.00","28014.00","01/11/2022"
35,1055,"HEP",51515,44997,"ALBANY",1101,"6330","01/01/1999",134601,"0072002L01",0,"NULL","NULL","01/01/2018"
35,1055,"HEP",65730,37428,"CRAWLEY",1101,"6009","01/01/1999",12930,"904901",2,"NULL","20770.00","01/11/2022"
35,1055,"HEP",38517,42133,"CRAWLEY",1101,"6009","01/01/1999",101275,"422801",2,"NULL","24400.00","01/01/2018"
35,1055,"HEP",38585,42133,"CRAWLEY",1101,"6009","01/01/1999",101275,"422801",2,"NULL","24766.00","01/11/2021"
35,1055,"HEP",65525,42133,"CRAWLEY",1101,"6009","01/01/1999",101275,"422801",2,"NULL","25172.00","01/11/2022"
35,1055,"HEP",38618,42174,"CRAWLEY",1101,"6009","01/01/1999",98844,"725604",1,"7809.00","NULL","01/07/2016"
35,1055,"HEP",38623,42174,"CRAWLEY",1101,"6009","01/01/1999",98844,"725604",1,"9925.00","NULL","01/11/2021"
35,1055,"HEP",65545,42174,"CRAWLEY",1101,"6009","01/01/1999",98844,"725604",1,"10011.00","NULL","01/11/2022"
35,1055,"HEP",38668,42203,"CRAWLEY",1101,"6009","01/01/1999",102465,"213601",2,"NULL","32800.00","01/01/2017"
35,1055,"HEP",38679,42203,"CRAWLEY",1101,"6009","01/01/1999",102465,"213601",2,"NULL","33292.00","01/11/2021"
35,1055,"HEP",65619,42203,"CRAWLEY",1101,"6009","01/01/1999",102465,"213601",2,"NULL","33799.50","01/11/2022"
35,1055,"HEP",43968,43212,"CRAWLEY",1101,"6009","01/01/1999",129596,"BP0201",1,"12801.00","NULL","01/01/2022"
35,1055,"HEP",65666,43212,"CRAWLEY",1101,"6009","01/01/1999",129596,"BP0201",1,"9029.00","NULL","01/11/2022"
35,1055,"HEP",52306,45445,"CRAWLEY",1101,"6009","01/01/1999",71559,"402601",2,"NULL","38500.00","01/01/2011"
35,1055,"HEP",18685,21581,"ALBANY",1101,"6330","01/01/1999",97611,"735102",0,"NULL","NULL","01/01/2016"
35,1055,"HEP",65582,21581,"ALBANY",1101,"6330","01/01/1999",97611,"735102",1,"12144.00","NULL","01/11/2022"
35,1055,"HEP",25864,37176,"CRAWLEY",1101,"6009","01/01/1999",52706,"2059P1",0,"NULL","NULL","01/01/2008"
35,1055,"HEP",25895,37208,"CRAWLEY",1101,"6009","01/01/1999",52707,"400501",0,"NULL","NULL","01/01/2007"
35,1055,"HEP",38473,37208,"CRAWLEY",1101,"6009","01/01/1999",52707,"400501",0,"NULL","NULL","01/11/2021"
35,1055,"HEP",65589,37208,"CRAWLEY",1101,"6009","01/01/1999",52707,"400501",0,"NULL","NULL","01/11/2022"
35,1055,"HEP",25943,37258,"CRAWLEY",1101,"6009","01/01/1999",11016,"503403",0,"NULL","NULL","01/01/2013"
35,1055,"HEP",26004,37325,"BROOME",1101,"6725","01/01/1999",84346,"908501",0,"NULL","NULL","01/01/2014"
35,1055,"HEP",26084,37407,"CRAWLEY",1101,"6009","01/01/1999",11421,"601102",0,"NULL","NULL","01/01/2005"
35,1055,"HEP",35962,41251,"CRAWLEY",1101,"6009","01/01/1999",130409,"406111",2,"NULL","33400.00","01/01/2021"
35,1055,"HEP",65465,41251,"CRAWLEY",1101,"6009","01/01/1999",130409,"406111",3,"15142.00","34400.00","02/01/2021"
35,1055,"HEP",38504,42120,"CRAWLEY",1101,"6009","01/01/1999",92454,"715801",1,"8058.00","NULL","01/01/2015"
35,1055,"HEP",38568,42120,"CRAWLEY",1101,"6009","01/01/1999",92454,"715801",1,"8196.00","NULL","01/11/2021"
35,1055,"HEP",25925,37240,"CARNARVON",1101,"6701","01/01/1999",12680,"9000N3",0,"NULL","NULL","01/06/2005"
35,1055,"HEP",65595,37240,"CARNARVON",1101,"6701","01/01/1999",12680,"9000N3",2,"NULL","20770.00","01/11/2022"
35,1055,"HEP",25928,37243,"SINGAPORE LIFE",5205,"NULL","01/01/1999",10945,"5011H3",0,"NULL","NULL","01/01/2013"
35,1055,"HEP",25942,37257,"BUNBURY",1101,"6230","01/01/1999",115764,"918501",0,"NULL","NULL","01/01/2021"
35,1055,"HEP",25960,37275,"MANJIMUP",1101,"6258","01/01/1999",115764,"918501",0,"NULL","NULL","01/01/2021"
35,1055,"HEP",26005,37326,"CRAWLEY",1101,"6009","01/01/1999",75139,"BP0031",0,"NULL","NULL","01/01/2012"
35,1055,"HEP",26020,37343,"CRAWLEY",1101,"6009","01/01/1999",130362,"BP0242",0,"NULL","NULL","01/01/2021"
35,1055,"HEP",38488,37343,"CRAWLEY",1101,"6009","01/01/1999",130362,"BP0242",1,"10469.00","NULL","01/11/2021"
35,1055,"HEP",65608,37343,"CRAWLEY",1101,"6009","01/01/1999",130362,"BP0242",1,"9247.00","NULL","01/11/2022"
35,1055,"HEP",26034,37357,"CRAWLEY",1101,"6009","01/01/1999",9578,"107103",0,"NULL","NULL","02/07/2013"
35,1055,"HEP",26067,37390,"CRAWLEY",1101,"6009","01/01/1999",52291,"611002",0,"NULL","NULL","01/01/2005"
35,1055,"HEP",32542,38412,"CRAWLEY",1101,"6009","01/01/1999",12692,"912501",0,"NULL","NULL","01/01/2005"
35,1055,"HEP",33218,39097,"CRAWLEY",1101,"6009","01/01/1999",130406,"135501",2,"NULL","31000.00","01/01/2021"
35,1055,"HEP",38552,42168,"CRAWLEY",1101,"6009","01/01/1999",115762,"625601",3,"8792.00","29400.00","01/01/2020"
35,1055,"HEP",38588,42168,"CRAWLEY",1101,"6009","01/01/1999",115762,"625601",3,"8377.00","29841.00","01/11/2021"
35,1055,"HEP",65517,42168,"CRAWLEY",1101,"6009","01/01/1999",115762,"625601",3,"8377.00","30247.00","01/11/2022"
35,1055,"HEP",77216,43179,"CRAWLEY",1101,"6009","01/01/1999",132882,"918701",1,"8301.00","NULL","01/11/2022"
35,1055,"HEP",43960,43204,"CRAWLEY",1101,"6009","01/01/1999",130785,"CM0231",1,"9050.00","NULL","01/01/2022"
35,1055,"HEP",65639,43204,"CRAWLEY",1101,"6009","01/01/1999",130785,"CM0231",1,"7685.00","NULL","01/11/2022"
35,1055,"HEP",43967,43211,"CRAWLEY",1101,"6009","01/01/1999",132215,"CB0141",1,"8257.00","NULL","01/01/2022"
35,1055,"HEP",65685,43211,"CRAWLEY",1101,"6009","01/01/1999",132215,"CB0141",1,"7758.00","NULL","01/11/2022"
35,1055,"HEP",51696,45176,"CRAWLEY",1101,"6009","01/01/1999",132216,"CM0291",1,"9050.00","NULL","01/01/2022"
35,1055,"HEP",65704,45176,"CRAWLEY",1101,"6009","01/01/1999",132216,"CM0291",1,"9247.00","NULL","01/11/2022"
35,1055,"HEP",52332,45458,"ALBANY",1101,"6330","01/01/1999",58256,"1000U3",1,"5409.00","NULL","01/06/2005"
35,1055,"HEP",52336,45458,"ALBANY",1101,"6330","01/01/1999",58256,"1000U3",1,"10172.00","NULL","01/11/2021"
35,1055,"HEP",65637,45458,"ALBANY",1101,"6330","01/01/1999",58256,"1000U3",1,"13286.00","NULL","01/11/2022"
35,1055,"HEP",18695,21591,"ALBANY",1101,"6330","01/01/1999",115767,"BP0241",0,"NULL","NULL","01/01/2020"
35,1055,"HEP",25935,37250,"CRAWLEY",1101,"6009","01/01/1999",92795,"916101",0,"NULL","NULL","01/01/2015"
35,1055,"HEP",25937,37252,"BUNBURY",1101,"6230","01/01/1999",58934,"901601",0,"NULL","NULL","01/01/2005"
35,1055,"HEP",25967,37282,"DERBY",1101,"6728","01/01/1999",115764,"918501",0,"NULL","NULL","01/01/2021"
35,1055,"HEP",26013,37335,"DERBY",1101,"6728","01/01/1999",84346,"908501",0,"NULL","NULL","01/01/2014"
35,1055,"HEP",26061,37384,"GERALDTON",1101,"6530","01/01/1999",10965,"502602",0,"NULL","NULL","01/01/2005"
35,1055,"HEP",26076,37399,"CRAWLEY",1101,"6009","01/01/1999",10993,"503301",0,"NULL","NULL","01/01/2005"
35,1055,"HEP",26078,37401,"CRAWLEY",1101,"6009","01/01/1999",9696,"107602",0,"NULL","NULL","01/01/2005"
35,1055,"HEP",26127,37450,"CRAWLEY",1101,"6009","01/01/1999",52545,"411701",0,"NULL","NULL","01/01/2005"
35,1055,"HEP",33297,39190,"CRAWLEY",1101,"6009","01/01/1999",130414,"BH0081",1,"8792.00","NULL","01/01/2021"
35,1055,"HEP",38464,39190,"CRAWLEY",1101,"6009","01/01/1999",130414,"BH0081",1,"8911.00","NULL","01/11/2021"
35,1055,"HEP",65456,39190,"CRAWLEY",1101,"6009","01/01/1999",130414,"BH0081",1,"9331.00","NULL","01/11/2022"
35,1055,"HEP",38548,42164,"CRAWLEY",1101,"6009","01/01/1999",102341,"723801",2,"NULL","29600.00","01/01/2017"
35,1055,"HEP",25827,37139,"CRAWLEY",1101,"6009","01/01/1999",129615,"018402",0,"NULL","NULL","01/01/2018"
35,1055,"HEP",25832,37144,"CRAWLEY",1101,"6009","01/01/1999",92285,"215101",0,"NULL","NULL","01/01/2015"
35,1055,"HEP",25834,37146,"CRAWLEY",1101,"6009","01/01/1999",92669,"215301",0,"NULL","NULL","01/01/2015"
35,1055,"HEP",25890,37203,"CRAWLEY",1101,"6009","01/01/1999",12513,"804901",0,"NULL","NULL","01/01/2005"
35,1055,"HEP",25929,37244,"BUNBURY",1101,"6230","01/01/1999",12680,"9000N3",0,"NULL","NULL","01/06/2005"
35,1055,"HEP",65604,37244,"BUNBURY",1101,"6230","01/01/1999",12680,"9000N3",2,"NULL","20770.00","01/11/2022"
35,1055,"HEP",25931,37246,"CRAWLEY",1101,"6009","01/01/1999",103382,"915102",0,"NULL","NULL","01/01/2013"
35,1055,"HEP",25956,37271,"NORTHAM",1101,"6401","01/01/1999",58934,"901601",0,"NULL","NULL","01/01/2005"
35,1055,"HEP",25994,37312,"CRAWLEY",1101,"6009","01/01/1999",130322,"122802",3,"14500.00","23400.00","01/01/2021"
35,1055,"HEP",38482,37312,"CRAWLEY",1101,"6009","01/01/1999",130322,"122802",3,"14630.00","23751.00","01/11/2021"
35,1055,"HEP",65592,37312,"CRAWLEY",1101,"6009","01/01/1999",130322,"122802",1,"15142.00","NULL","01/11/2022"
35,1055,"HEP",26017,37339,"NARROGIN",1101,"6312","01/01/1999",84346,"908501",0,"NULL","NULL","01/01/2014"
35,1055,"HEP",26080,37403,"ESPERANCE",1101,"6450","01/01/1999",12785,"901102",0,"NULL","NULL","01/01/2005"
35,1055,"HEP",26094,37417,"SINGAPORE BUSINESS",5205,"NULL","01/01/1999",11573,"601302",0,"NULL","NULL","01/01/2005"
35,1055,"HEP",26109,37432,"KALGOORLIE",1101,"6433","01/01/1999",51457,"008102CL",0,"NULL","NULL","01/01/2005"
35,1055,"HEP",26128,37451,"CRAWLEY",1101,"6009","01/01/1999",96652,"018501HH",0,"NULL","NULL","01/01/2018"
35,1055,"HEP",33442,39338,"CRAWLEY",1101,"6009","01/01/1999",117121,"BP0044",1,"8792.00","NULL","01/01/2021"
35,1055,"HEP",38463,39338,"CRAWLEY",1101,"6009","01/01/1999",117121,"BP0044",1,"9050.00","NULL","01/11/2021"
35,1055,"HEP",65471,39338,"CRAWLEY",1101,"6009","01/01/1999",117121,"BP0044",1,"9247.00","NULL","01/11/2022"
35,1055,"HEP",38496,42112,"CRAWLEY",1101,"6009","01/01/1999",75748,"925501",3,"7437.00","24400.00","01/01/2012"
35,1055,"HEP",38582,42112,"CRAWLEY",1101,"6009","01/01/1999",75748,"925501",3,"7518.00","24766.00","01/11/2021"
35,1055,"HEP",65488,42112,"CRAWLEY",1101,"6009","01/01/1999",75748,"925501",1,"8090.00","NULL","01/11/2022"
35,1055,"HEP",38681,42212,"CRAWLEY",1101,"6009","01/01/1999",115772,"122901",1,"9700.00","NULL","01/01/2020"
35,1055,"HEP",38696,42212,"CRAWLEY",1101,"6009","01/01/1999",115772,"122901",1,"11071.00","NULL","01/11/2021"
35,1055,"HEP",65634,42212,"CRAWLEY",1101,"6009","01/01/1999",115772,"122901",1,"7571.00","NULL","02/11/2021"
35,1055,"HEP",65712,47996,"CRAWLEY",1101,"6009","01/01/1999",136117,"BP0551",1,"9247.00","NULL","01/01/2023"
35,1055,"HEP",65448,38400,"SINGAPORE EDUCATION",5205,"NULL","01/01/1999",130639,"305802",1,"4554.00","NULL","01/11/2022"
35,1055,"HEP",38490,42108,"ALBANY",1101,"6330","01/01/1999",111768,"BH0042",1,"9606.00","NULL","01/07/2019"
35,1055,"HEP",38556,42108,"ALBANY",1101,"6330","01/01/1999",111768,"BH0042",1,"9190.00","NULL","01/11/2021"
35,1055,"HEP",65486,42108,"ALBANY",1101,"6330","01/01/1999",111768,"BH0042",1,"9954.00","NULL","01/11/2022"
35,1055,"HEP",38676,42208,"CRAWLEY",1101,"6009","01/01/1999",92233,"122401",3,"14500.00","23400.00","01/01/2015"
35,1055,"HEP",38686,42208,"CRAWLEY",1101,"6009","01/01/1999",92233,"122401",3,"14630.00","23751.00","01/11/2021"
35,1055,"HEP",65627,42208,"CRAWLEY",1101,"6009","01/01/1999",92233,"122401",1,"15142.00","NULL","01/11/2022"
35,1055,"HEP",38678,42210,"CRAWLEY",1101,"6009","01/01/1999",91465,"122201",3,"3700.00","23400.00","01/01/2016"
35,1055,"HEP",38687,42210,"CRAWLEY",1101,"6009","01/01/1999",91465,"122201",3,"4298.00","23751.00","01/11/2021"
35,1055,"HEP",65631,42210,"CRAWLEY",1101,"6009","01/01/1999",91465,"122201",1,"4124.00","NULL","01/11/2022"
35,1055,"HEP",26103,37427,"NORTHAM",1101,"6401","01/01/1999",12785,"901102",0,"NULL","NULL","01/01/2005"
35,1055,"HEP",38524,42140,"CRAWLEY",1101,"6009","01/01/1999",48823,"513302",1,"7700.00","NULL","01/01/2012"
35,1055,"HEP",38574,42140,"CRAWLEY",1101,"6009","01/01/1999",48823,"513302",1,"8021.00","NULL","01/11/2021"
35,1055,"HEP",65516,42140,"CRAWLEY",1101,"6009","01/01/1999",48823,"513302",1,"8301.00","NULL","01/11/2022"
35,1055,"HEP",38642,42190,"CRAWLEY",1101,"6009","01/01/1999",92593,"416802",2,"NULL","32100.00","01/01/2015"
35,1055,"HEP",38662,42190,"CRAWLEY",1101,"6009","01/01/1999",92593,"416802",2,"NULL","32581.50","01/11/2021"
35,1055,"HEP",65573,42190,"CRAWLEY",1101,"6009","01/01/1999",92593,"416802",2,"NULL","33089.00","01/11/2022"
35,1055,"HEP",38621,42177,"CRAWLEY",1101,"6009","01/01/1999",92436,"416902",2,"NULL","32100.00","01/01/2015"
35,1055,"HEP",38632,42177,"CRAWLEY",1101,"6009","01/01/1999",92436,"416902",2,"NULL","32581.50","01/11/2021"
35,1055,"HEP",65554,42177,"CRAWLEY",1101,"6009","01/01/1999",92436,"416902",2,"NULL","33089.00","01/11/2022"
35,1055,"HEP",38644,42191,"CRAWLEY",1101,"6009","01/01/1999",96367,"416703",2,"NULL","32100.00","01/01/2016"
35,1055,"HEP",38666,42191,"CRAWLEY",1101,"6009","01/01/1999",96367,"416703",2,"NULL","32581.50","01/11/2021"
35,1055,"HEP",65574,42191,"CRAWLEY",1101,"6009","01/01/1999",96367,"416703",2,"NULL","33089.00","01/11/2022"
35,1055,"HEP",43974,43220,"CRAWLEY",1101,"6009","01/01/1999",130355,"CM0042",1,"9048.00","NULL","01/01/2022"
35,1055,"HEP",65688,43220,"CRAWLEY",1101,"6009","01/01/1999",130355,"CM0042",1,"8447.00","NULL","01/11/2022"
35,1055,"HEP",25869,37181,"CRAWLEY",1101,"6009","01/01/1999",71560,"523302",0,"NULL","NULL","01/01/2013"
35,1055,"HEP",25882,37195,"CRAWLEY",1101,"6009","01/01/1999",51166,"6001N1",0,"NULL","NULL","01/01/2007"
35,1055,"HEP",25889,37202,"SINGAPORE LIFE",5205,"NULL","01/01/1999",84445,"750301",0,"NULL","NULL","01/01/2013"
35,1055,"HEP",25893,37206,"CRAWLEY",1101,"6009","01/01/1999",11139,"505603",0,"NULL","NULL","01/01/2013"
35,1055,"HEP",25916,37231,"KALGOORLIE",1101,"6433","01/01/1999",12680,"9000N3",0,"NULL","NULL","01/06/2005"
35,1055,"HEP",65586,37231,"KALGOORLIE",1101,"6433","01/01/1999",12680,"9000N3",2,"NULL","20770.00","01/11/2022"
35,1055,"HEP",25948,37263,"CRAWLEY",1101,"6009","01/01/1999",92453,"702601",0,"NULL","NULL","01/01/2015"
35,1055,"HEP",25999,37320,"KUNUNURRA",1101,"6743","01/01/1999",115764,"918501",0,"NULL","NULL","01/01/2021"
35,1055,"HEP",26009,37331,"SOUTH HEDLAND",1101,"6722","01/01/1999",84346,"908501",0,"NULL","NULL","01/01/2014"
35,1055,"HEP",26033,37356,"CRAWLEY",1101,"6009","01/01/1999",8910,"104902",0,"NULL","NULL","01/01/2013"
35,1055,"HEP",65622,37356,"CRAWLEY",1101,"6009","01/01/1999",8910,"104902",1,"11945.00","NULL","01/11/2022"
35,1055,"HEP",26058,37381,"GERALDTON",1101,"6530","01/01/1999",10431,"401102",0,"NULL","NULL","01/01/2005"
35,1055,"HEP",26065,37388,"CRAWLEY",1101,"6009","01/01/1999",10965,"502602",0,"NULL","NULL","01/01/2005"
35,1055,"HEP",26083,37406,"CARNARVON",1101,"6701","01/01/1999",12785,"901102",0,"NULL","NULL","01/01/2005"
35,1055,"HEP",18698,21594,"ALBANY",1101,"6330","01/01/1999",59782,"0009N1",0,"NULL","NULL","01/06/2005"
35,1055,"HEP",63602,21594,"ALBANY",1101,"6330","01/01/1999",59782,"0009N1",0,"NULL","NULL","01/01/2021"
35,1055,"HEP",25858,37170,"CRAWLEY",1101,"6009","01/01/1999",75200,"115901",0,"NULL","NULL","01/01/2012"
35,1055,"HEP",26040,37363,"CRAWLEY",1101,"6009","01/01/1999",10142,"2515H2",0,"NULL","NULL","01/01/2005"
35,1055,"HEP",32529,38399,"HONG KONG ED",6102,"NULL","01/01/1999",130639,"305802",0,"NULL","NULL","01/01/2021"
35,1055,"HEP",33439,39335,"CRAWLEY",1101,"6009","01/01/1999",130418,"BP0091",1,"12162.00","NULL","01/01/2021"
35,1055,"HEP",38468,39335,"CRAWLEY",1101,"6009","01/01/1999",130418,"BP0091",1,"13120.00","NULL","01/11/2021"
35,1055,"HEP",65469,39335,"CRAWLEY",1101,"6009","01/01/1999",130418,"BP0091",1,"13492.00","NULL","01/11/2022"
35,1055,"HEP",38509,42125,"CRAWLEY",1101,"6009","01/01/1999",92794,"715301",2,"NULL","22100.00","01/01/2015"
35,1055,"HEP",38575,42125,"CRAWLEY",1101,"6009","01/01/1999",92794,"715301",2,"NULL","22431.50","01/11/2021"
35,1055,"HEP",65520,42125,"CRAWLEY",1101,"6009","01/01/1999",92794,"715301",3,"8301.00","22700.00","02/11/2021"
35,1055,"HEP",38692,42218,"CRAWLEY",1101,"6009","01/01/1999",92667,"123301",2,"NULL","23400.00","01/01/2015"
35,1055,"HEP",52317,45451,"CRAWLEY",1101,"6009","01/01/1999",9953,"2500P3",3,"7700.00","24400.00","01/06/2005"
35,1055,"HEP",65719,42220,"CRAWLEY",1101,"6009","01/01/1999",97556,"205502",1,"15142.00","NULL","01/11/2022"
35,1055,"HEP",43950,43192,"CRAWLEY",1101,"6009","01/01/1999",129591,"BP0131",1,"12801.00","NULL","01/01/2022"
35,1055,"HEP",65657,43192,"CRAWLEY",1101,"6009","01/01/1999",129591,"BP0131",1,"13492.00","NULL","01/11/2022"
35,1055,"HEP",52281,45432,"CRAWLEY",1101,"6009","01/01/1999",78947,"902401",2,"NULL","20000.00","01/01/2013"
35,1055,"HEP",52283,45432,"CRAWLEY",1101,"6009","01/01/1999",78947,"902401",2,"NULL","20300.00","01/11/2021"
35,1055,"HEP",65487,45432,"CRAWLEY",1101,"6009","01/01/1999",78947,"902401",2,"NULL","20604.50","01/11/2022"
35,1055,"HEP",52310,45449,"CRAWLEY",1101,"6009","01/01/1999",115787,"253601",2,"NULL","24400.00","01/01/2020"
35,1055,"HEP",52315,45449,"CRAWLEY",1101,"6009","01/01/1999",115787,"253601",2,"NULL","24766.00","01/11/2021"
35,1055,"HEP",65568,45449,"CRAWLEY",1101,"6009","01/01/1999",115787,"253601",2,"NULL","25172.00","01/11/2022"
35,1055,"HEP",53754,45800,"CRAWLEY",1101,"6009","01/01/1999",129609,"CB0091",1,"9050.00","NULL","01/01/2022"
35,1055,"HEP",65707,45800,"CRAWLEY",1101,"6009","01/01/1999",129609,"CB0091",1,"10825.00","NULL","01/11/2022"
35,1055,"HEP",65717,47986,"CRAWLEY",1101,"6009","01/01/1999",134130,"CB0281",1,"9247.00","NULL","01/11/2022"
35,1055,"HEP",65700,44636,"CRAWLEY",1101,"6009","01/01/1999",132878,"UWC021",1,"8888.00","NULL","01/11/2022"
35,1055,"HEP",52292,45438,"CRAWLEY",1101,"6009","01/01/1999",11422,"6000P3",1,"8792.00","NULL","01/06/2005"
35,1055,"HEP",52296,45438,"CRAWLEY",1101,"6009","01/01/1999",11422,"6000P3",1,"8257.00","NULL","01/11/2021"
35,1055,"HEP",65536,45438,"CRAWLEY",1101,"6009","01/01/1999",11422,"6000P3",1,"8301.00","NULL","01/11/2022"
35,1055,"HEP",65715,47997,"CRAWLEY",1101,"6009","01/01/1999",135390,"426701",2,"NULL","35055.00","01/11/2022"
35,1055,"HEP",82708,53577,"CRAWLEY",1101,"6009","01/01/1999",136609,"732602",3,"15213.00","15450.00","01/11/2021"
35,1055,"HEP",38691,42217,"ALBANY",1101,"6330","01/01/1999",8726,"000502",1,"14500.00","NULL","01/07/2005"
35,1055,"HEP",38705,42217,"ALBANY",1101,"6330","01/01/1999",8726,"000502",1,"14630.00","NULL","01/11/2021"
35,1055,"HEP",38694,42219,"CRAWLEY",1101,"6009","01/01/1999",92518,"123601",2,"NULL","23400.00","01/01/2016"
35,1055,"HEP",43952,43194,"CRAWLEY",1101,"6009","01/01/1999",129610,"CB0101",1,"9050.00","NULL","01/01/2022"
35,1055,"HEP",65672,43194,"CRAWLEY",1101,"6009","01/01/1999",129610,"CB0101",1,"10788.00","NULL","01/11/2022"
35,1055,"HEP",44977,43855,"CRAWLEY",1101,"6009","01/01/1999",132214,"735701",0,"NULL","NULL","01/01/2022"
35,1055,"HEP",65687,43855,"CRAWLEY",1101,"6009","01/01/1999",132214,"735701",2,"NULL","24004.75","01/11/2022"
35,1055,"HEP",52285,45434,"CRAWLEY",1101,"6009","01/01/1999",101177,"DU0041",1,"8611.00","NULL","01/01/2012"
35,1055,"HEP",52333,45459,"CRAWLEY",1101,"6009","01/01/1999",58256,"1000U3",1,"5409.00","NULL","01/06/2005"
35,1055,"HEP",52337,45459,"CRAWLEY",1101,"6009","01/01/1999",58256,"1000U3",1,"10172.00","NULL","01/11/2021"
35,1055,"HEP",77217,45459,"CRAWLEY",1101,"6009","01/01/1999",58256,"1000U3",1,"13286.00","NULL","01/11/2022"
35,1055,"HEP",38462,39097,"CRAWLEY",1101,"6009","01/01/1999",130406,"135501",2,"NULL","31465.00","01/11/2021"
35,1055,"HEP",65452,39097,"CRAWLEY",1101,"6009","01/01/1999",130406,"135501",2,"NULL","31972.50","01/11/2022"
35,1055,"HEP",38640,42188,"CRAWLEY",1101,"6009","01/01/1999",101206,"313102",2,"NULL","23000.00","01/01/2013"
35,1055,"HEP",38657,42188,"CRAWLEY",1101,"6009","01/01/1999",101206,"313102",2,"NULL","23345.00","01/11/2021"
35,1055,"HEP",38703,42223,"CRAWLEY",1101,"6009","01/01/1999",115775,"125901",2,"NULL","27700.00","01/01/2019"
35,1055,"HEP",38709,42223,"CRAWLEY",1101,"6009","01/01/1999",115775,"125901",2,"NULL","28115.50","01/11/2021"
35,1055,"HEP",65654,42223,"CRAWLEY",1101,"6009","01/01/1999",115775,"125901",2,"NULL","28521.50","01/11/2022"
35,1055,"HEP",43963,43206,"CRAWLEY",1101,"6009","01/01/1999",130784,"725205",1,"6791.00","NULL","01/01/2022"
35,1055,"HEP",65692,43206,"CRAWLEY",1101,"6009","01/01/1999",130784,"725205",1,"7643.00","NULL","01/11/2022"
35,1055,"HEP",43978,43224,"CRAWLEY",1101,"6009","01/01/1999",130356,"CM0092",1,"9048.00","NULL","01/01/2022"
35,1055,"HEP",65694,43224,"CRAWLEY",1101,"6009","01/01/1999",130356,"CM0092",1,"8915.00","NULL","01/11/2022"
35,1055,"HEP",65697,43928,"CRAWLEY",1101,"6009","01/01/1999",132877,"UWC041",1,"8888.00","NULL","01/11/2022"
35,1055,"HEP",52307,45446,"CRAWLEY",1101,"6009","01/01/1999",10068,"3000U3",1,"14500.00","NULL","01/06/2005"
35,1055,"HEP",52311,45445,"CRAWLEY",1101,"6009","01/01/1999",71559,"402601",2,"NULL","39077.50","01/11/2021"
35,1055,"HEP",65549,45445,"CRAWLEY",1101,"6009","01/01/1999",71559,"402601",2,"NULL","39686.50","01/11/2022"
35,1055,"HEP",65728,47990,"CRAWLEY",1101,"6009","01/01/1999",134134,"BP0541",1,"9029.00","NULL","01/01/2023"
35,1055,"HEP",65702,47992,"CRAWLEY",1101,"6009","01/01/1999",134136,"BP0341",1,"13492.00","NULL","01/11/2022"
35,1055,"HEP",80053,52940,"CRAWLEY",1101,"6009","01/01/1999",141693,"715503",1,"13826.00","NULL","01/11/2022"
35,1055,"HEP",38617,42164,"CRAWLEY",1101,"6009","01/01/1999",102341,"723801",2,"NULL","30044.00","01/11/2021"
35,1055,"HEP",65513,42164,"CRAWLEY",1101,"6009","01/01/1999",102341,"723801",2,"NULL","30450.00","01/11/2022"
35,1055,"HEP",38689,42215,"CRAWLEY",1101,"6009","01/01/1999",61332,"001501",1,"8792.00","NULL","01/01/2009"
35,1055,"HEP",38699,42215,"CRAWLEY",1101,"6009","01/01/1999",61332,"001501",1,"9050.00","NULL","01/11/2021"
35,1055,"HEP",65644,42215,"CRAWLEY",1101,"6009","01/01/1999",61332,"001501",1,"9247.00","NULL","01/11/2022"
35,1055,"HEP",52328,45457,"CRAWLEY",1101,"6009","01/01/1999",101387,"422301",2,"NULL","32100.00","01/01/2018"
35,1055,"HEP",52331,45457,"CRAWLEY",1101,"6009","01/01/1999",101387,"422301",2,"NULL","32581.50","01/11/2021"
35,1055,"HEP",65575,45457,"CRAWLEY",1101,"6009","01/01/1999",101387,"422301",2,"NULL","33089.00","01/11/2022"
35,1055,"HEP",26116,37439,"CRAWLEY",1101,"6009","01/01/1999",52395,"100502",0,"NULL","NULL","01/01/2005"
35,1055,"HEP",32539,38409,"CRAWLEY",1101,"6009","01/01/1999",75562,"523402",0,"NULL","NULL","01/01/2013"
35,1055,"HEP",36967,41490,"CRAWLEY",1101,"6009","01/01/1999",102624,"908601",3,"11300.00","79700.00","01/01/2013"
35,1055,"HEP",65468,41490,"CRAWLEY",1101,"6009","01/01/1999",102624,"908601",1,"11800.00","NULL","01/11/2021"
35,1055,"HEP",38510,42126,"CRAWLEY",1101,"6009","01/01/1999",75111,"912301",3,"7159.00","24400.00","01/01/2011"
