"UID1_ProvidersResKey","E306_ProviderCode","E781_ProviderType","UID3_CoursesOfStudyResKey","E533_CourseOfStudyCode","E394_CourseOfStudyName","UID5_CoursesResKey","E307_CourseCode","E308_CourseName","E596_StandardCourseDuration","E609_EffectiveFromDate","E610_EffectiveToDate"
35,1055,"HEP",1703,"51610","Master of Science - Thesis and Coursework",11498,"516101IL","Master of Science - Thesis and Coursework [N&AS - L]","NULL","01/01/2005","NULL"
35,1055,"HEP",1703,"51610","Master of Science - Thesis and Coursework",130335,"5161006H01","Master of Science - Thesis and Coursework","1.000","01/01/2005","NULL"
35,1055,"HEP",1703,"51610","Master of Science - Thesis and Coursework",130336,"5161009H01","Master of Science - Thesis and Coursework","1.000","01/01/2005","NULL"
35,1055,"HEP",1704,"60250","Graduate Certificate in Oil & Gas Engineering",11880,"602502","Graduate Certificate in Oil & Gas Engineering","NULL","01/01/2005","NULL"
35,1055,"HEP",1704,"60250","Graduate Certificate in Oil & Gas Engineering",11731,"602501","Graduate Certificate in Oil & Gas Engineering","NULL","01/01/2005","NULL"
35,1055,"HEP",1705,"60220","Graduate Certificate in Information Technology",11530,"602201","Graduate Certificate in Information Technology","NULL","01/01/2005","NULL"
35,1055,"HEP",1705,"60220","Graduate Certificate in Information Technology",11805,"602202","Graduate Certificate in Information Technology","NULL","01/01/2005","NULL"
35,1055,"HEP",1706,"60260","Graduate Certificate in Engineering",11627,"602601","Graduate Certificate in Engineering","0.500","01/01/2005","NULL"
35,1055,"HEP",1707,"60300","Graduate Diploma in Computer & Mathematical Sciences",11732,"603002","Graduate Diploma in Computer & Mathematical Sciences","NULL","01/01/2005","NULL"
35,1055,"HEP",1707,"60300","Graduate Diploma in Computer & Mathematical Sciences",11499,"603001","Graduate Diploma in Computer & Mathematical Sciences","NULL","01/01/2005","NULL"
35,1055,"HEP",1708,"60340","Graduate Diploma in Oil and Gas Engineering",11531,"603402","Graduate Diploma in Oil and Gas Engineering","NULL","01/01/2005","NULL"
35,1055,"HEP",1708,"60340","Graduate Diploma in Oil and Gas Engineering",11881,"603401","Graduate Diploma in Oil and Gas Engineering","NULL","01/01/2005","NULL"
35,1055,"HEP",1709,"6032H","Graduate Diploma in Information Technology (Honours)",11806,"6032H1","Graduate Diploma in Information Technology (Honours)","NULL","01/01/2005","NULL"
35,1055,"HEP",1710,"60390","Graduate Diploma in Financial Mathematics",11628,"603901","Graduate Diploma in Financial Mathematics","NULL","01/01/2005","NULL"
35,1055,"HEP",1711,"60360","Graduate Diploma in Computer Science",11500,"603601","Graduate Diploma in Computer Science","NULL","01/01/2005","NULL"
35,1055,"HEP",1712,"60540","Master of Oil and Gas Engineering - Coursework",11733,"605401","Master of Oil and Gas Engineering - Coursework","NULL","01/01/2005","NULL"
35,1055,"HEP",1713,"60490","Higher Degree by Research Preliminary - Engineering, Computing and Mathematics",11734,"604901DL","Higher Degree by Research Preliminary [Educ - L]","NULL","01/01/2005","NULL"
35,1055,"HEP",1713,"60490","Higher Degree by Research Preliminary - Engineering, Computing and Mathematics",11744,"604901GL","Higher Degree by Research Preliminary [L&PS - L]","NULL","01/01/2005","NULL"
35,1055,"HEP",1713,"60490","Higher Degree by Research Preliminary - Engineering, Computing and Mathematics",11665,"604901FL","Higher Degree by Research Preliminary [Law - L]","NULL","01/01/2005","NULL"
35,1055,"HEP",1713,"60490","Higher Degree by Research Preliminary - Engineering, Computing and Mathematics",11666,"604901IL","Higher Degree by Research Preliminary [N&AS - L]","NULL","01/01/2005","NULL"
35,1055,"HEP",1713,"60490","Higher Degree by Research Preliminary - Engineering, Computing and Mathematics",11629,"604901CL","Higher Degree by Research Preliminary [E&C - L]","NULL","01/01/2005","NULL"
35,1055,"HEP",1713,"60490","Higher Degree by Research Preliminary - Engineering, Computing and Mathematics",11630,"604901EGH","Higher Degree by Research Preliminary [EC&MG - H]","NULL","01/01/2010","NULL"
35,1055,"HEP",1713,"60490","Higher Degree by Research Preliminary - Engineering, Computing and Mathematics",11532,"604901AL","Higher Degree by Research Preliminary [ALVA - L]","NULL","01/01/2005","NULL"
35,1055,"HEP",1713,"60490","Higher Degree by Research Preliminary - Engineering, Computing and Mathematics",11533,"604901EDH","Higher Degree by Research Preliminary [EC&MD - H]","NULL","01/01/2010","NULL"
35,1055,"HEP",1713,"60490","Higher Degree by Research Preliminary - Engineering, Computing and Mathematics",11542,"604901EL","Higher Degree by Research Preliminary [EC&M - L]","NULL","01/01/2005","NULL"
35,1055,"HEP",1713,"60490","Higher Degree by Research Preliminary - Engineering, Computing and Mathematics",11543,"604901HL","Higher Degree by Research Preliminary [M&D - L]","NULL","01/01/2005","NULL"
35,1055,"HEP",1713,"60490","Higher Degree by Research Preliminary - Engineering, Computing and Mathematics",11807,"604901BL","Higher Degree by Research Preliminary [AHSS - L]","NULL","01/01/2005","NULL"
35,1055,"HEP",1713,"60490","Higher Degree by Research Preliminary - Engineering, Computing and Mathematics",11808,"604901EEH","Higher Degree by Research Preliminary [EC&ME - H]","NULL","01/01/2008","NULL"
35,1055,"HEP",1713,"60490","Higher Degree by Research Preliminary - Engineering, Computing and Mathematics",11817,"604901EMH","Higher Degree by Research Preliminary [EC&ME - H]","NULL","01/01/2008","NULL"
35,1055,"HEP",1713,"60490","Higher Degree by Research Preliminary - Engineering, Computing and Mathematics",11818,"604901IH","Higher Degree by Research Preliminary [N&AS - H]","NULL","01/01/2005","NULL"
35,1055,"HEP",1713,"60490","Higher Degree by Research Preliminary - Engineering, Computing and Mathematics",11882,"604901","Higher Degree by Research Preliminary - Engineering, Computing and Mathematics","1.000","01/01/2005","NULL"
35,1055,"HEP",1713,"60490","Higher Degree by Research Preliminary - Engineering, Computing and Mathematics",11883,"604901ECH","Higher Degree by Research Preliminary [EC&MC - H]","NULL","01/01/2010","NULL"
35,1055,"HEP",1713,"60490","Higher Degree by Research Preliminary - Engineering, Computing and Mathematics",11892,"604901EH","Higher Degree by Research Preliminary [EC&M - H]","NULL","01/01/2005","NULL"
35,1055,"HEP",1713,"60490","Higher Degree by Research Preliminary - Engineering, Computing and Mathematics",11893,"604901HH","Higher Degree by Research Preliminary [M&D - H]","NULL","01/01/2005","NULL"
35,1055,"HEP",1713,"60490","Higher Degree by Research Preliminary - Engineering, Computing and Mathematics",11689,"604901GH","Higher Degree by Research Preliminary [L&PS - H]","NULL","01/01/2005","NULL"
35,1055,"HEP",1713,"60490","Higher Degree by Research Preliminary - Engineering, Computing and Mathematics",11501,"604901DH","Higher Degree by Research Preliminary [Educ - H]","NULL","01/01/2005","NULL"
35,1055,"HEP",1714,"60550","Master of Oil and Gas Engineering - Coursework",11690,"605501","Master of Oil and Gas Engineering - Coursework","2.000","01/01/2005","NULL"
35,1055,"HEP",1714,"60550","Master of Oil and Gas Engineering - Coursework",11745,"605502","Master of Oil and Gas Engineering - Coursework","2.000","01/01/2005","NULL"
35,1055,"HEP",1715,"60560","Master of Engineering - Coursework",11544,"605602","Master of Engineering - Coursework","NULL","01/01/2005","NULL"
35,1055,"HEP",1715,"60560","Master of Engineering - Coursework",11894,"605601","Master of Engineering - Coursework","NULL","01/01/2005","NULL"
35,1055,"HEP",1715,"60560","Master of Engineering - Coursework",11819,"605603","Master of Engineering - Coursework","NULL","01/01/2006","NULL"
35,1055,"HEP",1716,"60570","Master of Medical Engineering",11667,"605701","Master of Medical Engineering","NULL","01/01/2005","NULL"
35,1055,"HEP",1716,"60570","Master of Medical Engineering",11691,"605702","Master of Medical Engineering","NULL","01/01/2005","NULL"
35,1055,"HEP",1717,"60590","Master of Financial Mathematics",11746,"605901","Master of Financial Mathematics","NULL","01/01/2005","NULL"
35,1055,"HEP",1718,"60600","Master of Computer Science",11895,"606001","Master of Computer Science","NULL","01/01/2005","NULL"
35,1055,"HEP",1719,"60620","Master of Natural Systems Engineering",11545,"606201","Master of Natural Systems Engineering","NULL","01/01/2005","NULL"
35,1055,"HEP",1720,"60720","Master of Engineering - Research",11635,"607201EGH","Master of Engineering - Research [EC&MG - H]","NULL","01/01/2007","NULL"
35,1055,"HEP",1720,"60720","Master of Engineering - Research",11747,"607201ECH","Master of Engineering - Research [EC&MC - H]","NULL","01/01/2007","NULL"
35,1055,"HEP",1720,"60720","Master of Engineering - Research",11668,"607201EAH","Master of Engineering - Research [EC&MA - H]","NULL","01/01/2007","NULL"
35,1055,"HEP",1720,"60720","Master of Engineering - Research",11896,"607201EDH","Master of Engineering - Research [EC&MD - H]","NULL","01/01/2007","NULL"
35,1055,"HEP",1720,"60720","Master of Engineering - Research",11909,"607201EFH","Master of Engineering - Research [EC&MF - H]","NULL","01/01/2007","NULL"
35,1055,"HEP",1720,"60720","Master of Engineering - Research",11820,"607201","Master of Engineering - Research","2.000","01/01/2005","NULL"
35,1055,"HEP",1720,"60720","Master of Engineering - Research",11692,"607201EBH","Master of Engineering - Research [EC&MB - H]","NULL","01/01/2007","NULL"
35,1055,"HEP",1721,"60910","Doctor of Engineering",11834,"609101","Doctor of Engineering","NULL","01/01/2005","NULL"
35,1055,"HEP",1721,"60910","Doctor of Engineering",11983,"609102","Doctor of Engineering","NULL","01/01/2005","NULL"
35,1055,"HEP",1722,"7000N","Non-Award (Agriculture)",11761,"7000N3","Non-Award (Agriculture)","NULL","01/01/2005","NULL"
35,1055,"HEP",1722,"7000N","Non-Award (Agriculture)",11706,"7000N2","Not for Degree (Agriculture)","NULL","01/01/2005","NULL"
35,1055,"HEP",1723,"7000P","Cross Institutional (Agriculture) Postgraduate",11910,"7000P2","Not for Degree (Agriculture)","NULL","01/01/2005","NULL"
35,1055,"HEP",1724,"61510","Master of Mathematical and Statistical Science",11835,"615101","Master of Mathematical and Statistical Science","NULL","01/01/2005","NULL"
35,1055,"HEP",1725,"70110","Bachelor of Science in Agriculture",11984,"701101","Bachelor of Science in Agriculture","NULL","01/01/2005","NULL"
35,1055,"HEP",1725,"70110","Bachelor of Science in Agriculture",11933,"701102","Bachelor of Science in Agriculture","NULL","01/01/2005","NULL"
35,1055,"HEP",1725,"70110","Bachelor of Science in Agriculture",11762,"701103","Bachelor of Science in Agriculture","NULL","01/01/2013","NULL"
35,1055,"HEP",1726,"7000U","Cross Institutional (Agriculture) Undergraduate",11637,"7000U3","Cross Institutional (Agriculture) Undergraduate","NULL","01/01/2005","NULL"
35,1055,"HEP",1726,"7000U","Cross Institutional (Agriculture) Undergraduate",11911,"7000U2","Not for Degree (Agriculture)","NULL","01/01/2005","NULL"
35,1055,"HEP",1727,"70100","Bachelor of Science",11836,"701001","Bachelor of Science","4.000","30/06/2005","NULL"
35,1055,"HEP",1727,"70100","Bachelor of Science",11985,"701002","Bachelor of Science","4.000","01/01/2008","NULL"
35,1055,"HEP",1728,"70120","Bachelor of Science in Animal Science",11934,"701201","Bachelor of Science in Animal Science","NULL","01/01/2005","NULL"
35,1055,"HEP",1728,"70120","Bachelor of Science in Animal Science",11763,"701202","Bachelor of Science in Animal Science","NULL","01/01/2005","NULL"
35,1055,"HEP",1729,"7011H","Bachelor of Science in Agriculture (Honours)",11638,"7011H2","Bachelor of Science in Agriculture (Honours)","NULL","01/01/2005","NULL"
35,1055,"HEP",1729,"7011H","Bachelor of Science in Agriculture (Honours)",11912,"7011H1","Bachelor of Science in Agriculture (Honours)","NULL","01/01/2005","NULL"
35,1055,"HEP",1730,"7012H","Bachelor of Science in Animal Science (Honours)",11837,"7012H1","Bachelor of Science in Animal Science (Honours)","NULL","01/01/2005","NULL"
35,1055,"HEP",1731,"70170","Bachelor of Science in Landscape Management",11935,"701702","Bachelor of Science in Landscape Management","NULL","01/01/2005","NULL"
35,1055,"HEP",1731,"70170","Bachelor of Science in Landscape Management",11986,"701701","Bachelor of Science in Landscape Management","NULL","01/01/2005","NULL"
35,1055,"HEP",1732,"70160","Bachelor of Science in Horticulture and Viticulture",11913,"701602","Bachelor of Science in Horticulture and Viticulture","NULL","01/01/2005","NULL"
35,1055,"HEP",1732,"70160","Bachelor of Science in Horticulture and Viticulture",11764,"701601","Bachelor of Science in Horticulture and Viticulture","NULL","01/01/2005","NULL"
35,1055,"HEP",1733,"7014H","Bachelor of Science in Natural Resource Management (Honours)",11639,"7014H1","Bachelor of Science in Natural Resource Management (Honours)","NULL","01/01/2005","NULL"
35,1055,"HEP",1733,"7014H","Bachelor of Science in Natural Resource Management (Honours)",11652,"7014H2","Bachelor of Science in Natural Resource Management (Hono","NULL","01/01/2005","NULL"
35,1055,"HEP",1734,"70140","Bachelor of Science in Natural Resource Management",11851,"701401","Bachelor of Science in Natural Resource Management","NULL","01/01/2005","NULL"
35,1055,"HEP",1734,"70140","Bachelor of Science in Natural Resource Management",12000,"701402","Bachelor of Science in Natural Resource Management","NULL","01/01/2005","NULL"
35,1055,"HEP",1735,"70130","Bachelor of Science in Horticulture",11949,"701301","Bachelor of Science in Horticulture","NULL","01/01/2005","NULL"
35,1055,"HEP",1736,"71030","Bachelor of Science in Restoration Ecology",11778,"710301","Bachelor of Science in Restoration Ecology","NULL","01/01/2005","NULL"
35,1055,"HEP",1737,"70910","Doctor of Science in Agriculture",11653,"709102","Doctor of Science in Agriculture","NULL","01/01/2005","NULL"
35,1055,"HEP",1737,"70910","Doctor of Science in Agriculture",11852,"709103","Doctor of Science in Agriculture","NULL","01/01/2014","NULL"
35,1055,"HEP",1737,"70910","Doctor of Science in Agriculture",11927,"709101","Doctor of Science in Agriculture","NULL","01/01/2005","NULL"
35,1055,"HEP",1738,"70740","Master of Science in Viticulture - Research",11950,"707402","Master of Science in Viticulture - Research","2.000","01/01/2005","NULL"
35,1055,"HEP",1738,"70740","Master of Science in Viticulture - Research",12001,"707401","Master of Science in Viticulture - Research","NULL","01/01/2005","NULL"
35,1055,"HEP",1739,"70750","Master of Landscape Management - Research",11779,"707501","Master of Landscape Management - Research","2.000","01/01/2005","NULL"
35,1055,"HEP",1740,"70730","Master of Science in Horticulture - Research",11654,"707302","Master of Science in Horticulture - Research","2.000","01/01/2005","NULL"
35,1055,"HEP",1740,"70730","Master of Science in Horticulture - Research",11928,"707301","Master of Science in Horticulture - Research","NULL","01/01/2005","NULL"
35,1055,"HEP",1741,"70720","Master of Science in Natural Resources - Research",11929,"707201DL","Master of Science in Natural Resources - Research [Educ - L]","NULL","01/01/2005","NULL"
35,1055,"HEP",1741,"70720","Master of Science in Natural Resources - Research",11930,"707201HH","Master of Science in Natural Resources - Research [M&D - H]","NULL","01/01/2005","NULL"
35,1055,"HEP",1741,"70720","Master of Science in Natural Resources - Research",11853,"707201AL","Master of Science in Natural Resources - Research [ALVA - L]","NULL","01/01/2005","NULL"
35,1055,"HEP",1741,"70720","Master of Science in Natural Resources - Research",11854,"707201EL","Master of Science in Natural Resources - Research [EC&M - L]","NULL","01/01/2005","NULL"
35,1055,"HEP",1741,"70720","Master of Science in Natural Resources - Research",12002,"707201BL","Master of Science in Natural Resources - Research [AHSS - L]","NULL","01/01/2005","NULL"
35,1055,"HEP",1741,"70720","Master of Science in Natural Resources - Research",12003,"707201FL","Master of Science in Natural Resources - Research [Law - L]","NULL","01/01/2005","NULL"
35,1055,"HEP",1741,"70720","Master of Science in Natural Resources - Research",12008,"707202DL","Master of Science in Natural Resources - Research [Educ - L]","NULL","01/01/2005","NULL"
35,1055,"HEP",1741,"70720","Master of Science in Natural Resources - Research",12009,"707202HH","Master of Science in Natural Resources - Research [M&D - H]","NULL","01/01/2005","NULL"
35,1055,"HEP",1741,"70720","Master of Science in Natural Resources - Research",12033,"707201IH","Master of Science in Natural Resources - Research [N&AS - H]","NULL","01/01/2005","NULL"
35,1055,"HEP",1741,"70720","Master of Science in Natural Resources - Research",12034,"707202DH","Master of Science in Natural Resources - Research [Educ - H]","NULL","01/01/2005","NULL"
35,1055,"HEP",1741,"70720","Master of Science in Natural Resources - Research",12035,"707202GL","Master of Science in Natural Resources - Research [L&PS - L]","NULL","01/01/2005","NULL"
35,1055,"HEP",1741,"70720","Master of Science in Natural Resources - Research",11951,"707201CL","Master of Science in Natural Resources - Research [E&C - L]","NULL","01/01/2005","NULL"
35,1055,"HEP",1741,"70720","Master of Science in Natural Resources - Research",11952,"707201GH","Master of Science in Natural Resources - Research [L&PS - H]","NULL","01/01/2005","NULL"
35,1055,"HEP",1741,"70720","Master of Science in Natural Resources - Research",11957,"707201IL","Master of Science in Natural Resources - Research [N&AS - L]","NULL","01/01/2005","NULL"
35,1055,"HEP",1741,"70720","Master of Science in Natural Resources - Research",11962,"707202BL","Master of Science in Natural Resources - Research [AHSS - L]","NULL","01/01/2005","NULL"
35,1055,"HEP",1741,"70720","Master of Science in Natural Resources - Research",11963,"707202FL","Master of Science in Natural Resources - Research [Law - L]","NULL","01/01/2005","NULL"
35,1055,"HEP",1741,"70720","Master of Science in Natural Resources - Research",11964,"707202IL","Master of Science in Natural Resources - Research","2.000","01/01/2005","NULL"
35,1055,"HEP",1741,"70720","Master of Science in Natural Resources - Research",11655,"707201EH","Master of Science in Natural Resources - Research [EC&M - H]","NULL","01/01/2005","NULL"
35,1055,"HEP",1741,"70720","Master of Science in Natural Resources - Research",11656,"707201HL","Master of Science in Natural Resources - Research [M&D - L]","NULL","01/01/2005","NULL"
35,1055,"HEP",1741,"70720","Master of Science in Natural Resources - Research",11780,"707201DH","Master of Science in Natural Resources - Research [Educ - H]","NULL","01/01/2005","NULL"
35,1055,"HEP",1741,"70720","Master of Science in Natural Resources - Research",11781,"707201GL","Master of Science in Natural Resources - Research [L&PS - L]","NULL","01/01/2005","NULL"
35,1055,"HEP",1741,"70720","Master of Science in Natural Resources - Research",12138,"707202","Master of Science in Natural Resources - Research","NULL","01/01/2006","NULL"
35,1055,"HEP",1741,"70720","Master of Science in Natural Resources - Research",12139,"707202EH","Master of Science in Natural Resources - Research [EC&M - H]","NULL","01/01/2005","NULL"
35,1055,"HEP",1741,"70720","Master of Science in Natural Resources - Research",12140,"707202HL","Master of Science in Natural Resources - Research [M&D - L]","NULL","01/01/2005","NULL"
35,1055,"HEP",1741,"70720","Master of Science in Natural Resources - Research",12060,"707202CL","Master of Science in Natural Resources - Research [E&C - L]","NULL","01/01/2005","NULL"
35,1055,"HEP",1741,"70720","Master of Science in Natural Resources - Research",12061,"707202GH","Master of Science in Natural Resources - Research [L&PS - H]","NULL","01/01/2005","NULL"
35,1055,"HEP",1741,"70720","Master of Science in Natural Resources - Research",12315,"707202AL","Master of Science in Natural Resources - Research [ALVA - L]","NULL","01/01/2005","NULL"
35,1055,"HEP",1741,"70720","Master of Science in Natural Resources - Research",12316,"707202EL","Master of Science in Natural Resources - Research [EC&M - L]","NULL","01/01/2005","NULL"
35,1055,"HEP",1741,"70720","Master of Science in Natural Resources - Research",12317,"707202IH","Master of Science in Natural Resources - Research","2.000","01/01/2005","NULL"
35,1055,"HEP",1741,"70720","Master of Science in Natural Resources - Research",130366,"7072005H01","Master of Science in Natural Resources - Research","2.000","01/01/2005","31/12/2005"
35,1055,"HEP",1741,"70720","Master of Science in Natural Resources - Research",130367,"7072001H02","Master of Science in Natural Resources - Research","2.000","01/01/2005","NULL"
35,1055,"HEP",1742,"70710","Master of Science in Agriculture - Research",130368,"7071001H01","Master of Science in Agriculture - Research","2.000","01/01/2005","NULL"
35,1055,"HEP",1742,"70710","Master of Science in Agriculture - Research",130369,"7071001L01","Master of Science in Agriculture - Research","2.000","01/01/2005","NULL"
35,1055,"HEP",1742,"70710","Master of Science in Agriculture - Research",130370,"7071005H01","Master of Science in Agriculture - Research","2.000","01/01/2005","NULL"
35,1055,"HEP",1742,"70710","Master of Science in Agriculture - Research",130371,"7071009L01","Master of Science in Agriculture - Research","2.000","01/01/2005","NULL"
35,1055,"HEP",1742,"70710","Master of Science in Agriculture - Research",12318,"707101DL","Master of Science in Agriculture - Research [Educ - L]","NULL","01/01/2005","NULL"
35,1055,"HEP",1742,"70710","Master of Science in Agriculture - Research",12328,"707101IH","Master of Science in Agriculture - Research","2.000","01/01/2005","NULL"
35,1055,"HEP",1742,"70710","Master of Science in Agriculture - Research",12329,"707102DH","Master of Science in Agriculture - Research [Educ - H]","NULL","01/01/2005","NULL"
35,1055,"HEP",1742,"70710","Master of Science in Agriculture - Research",12330,"707102GL","Master of Science in Agriculture - Research [L&PS - L]","NULL","01/01/2005","NULL"
35,1055,"HEP",1742,"70710","Master of Science in Agriculture - Research",12062,"707101AL","Master of Science in Agriculture - Research [ALVA - L]","NULL","01/01/2005","NULL"
35,1055,"HEP",1742,"70710","Master of Science in Agriculture - Research",12063,"707101EL","Master of Science in Agriculture - Research [EC&M - L]","NULL","01/01/2005","NULL"
35,1055,"HEP",1742,"70710","Master of Science in Agriculture - Research",12072,"707101GH","Master of Science in Agriculture - Research [L&PS - H]","NULL","01/01/2005","NULL"
35,1055,"HEP",1742,"70710","Master of Science in Agriculture - Research",12073,"707102","Master of Science in Agriculture - Research","NULL","01/01/2006","NULL"
35,1055,"HEP",1742,"70710","Master of Science in Agriculture - Research",12074,"707102EH","Master of Science in Agriculture - Research [EC&M - H]","NULL","01/01/2005","NULL"
35,1055,"HEP",1742,"70710","Master of Science in Agriculture - Research",12075,"707102HL","Master of Science in Agriculture - Research [M&D - L]","NULL","01/01/2005","NULL"
35,1055,"HEP",1742,"70710","Master of Science in Agriculture - Research",12141,"707101DH","Master of Science in Agriculture - Research [Educ - H]","NULL","01/01/2005","NULL"
35,1055,"HEP",1742,"70710","Master of Science in Agriculture - Research",12151,"707101HL","Master of Science in Agriculture - Research [M&D - L]","NULL","01/01/2005","NULL"
35,1055,"HEP",1742,"70710","Master of Science in Agriculture - Research",12152,"707102CL","Master of Science in Agriculture - Research [E&C - L]","NULL","01/01/2005","NULL"
35,1055,"HEP",1742,"70710","Master of Science in Agriculture - Research",12153,"707102GH","Master of Science in Agriculture - Research [L&PS - H]","NULL","01/01/2005","NULL"
35,1055,"HEP",1742,"70710","Master of Science in Agriculture - Research",11965,"707101EH","Master of Science in Agriculture - Research [EC&M - H]","NULL","01/01/2005","NULL"
35,1055,"HEP",1742,"70710","Master of Science in Agriculture - Research",11974,"707101FL","Master of Science in Agriculture - Research [Law - L]","NULL","01/01/2005","NULL"
35,1055,"HEP",1742,"70710","Master of Science in Agriculture - Research",11975,"707101IL","Master of Science in Agriculture - Research","2.000","01/01/2005","NULL"
35,1055,"HEP",1742,"70710","Master of Science in Agriculture - Research",11976,"707102DL","Master of Science in Agriculture - Research [Educ - L]","NULL","01/01/2005","NULL"
35,1055,"HEP",1742,"70710","Master of Science in Agriculture - Research",11977,"707102HH","Master of Science in Agriculture - Research [M&D - H]","NULL","01/01/2005","NULL"
35,1055,"HEP",1742,"70710","Master of Science in Agriculture - Research",12036,"707101BL","Master of Science in Agriculture - Research [AHSS - L]","NULL","01/01/2005","NULL"
35,1055,"HEP",1742,"70710","Master of Science in Agriculture - Research",12046,"707101GL","Master of Science in Agriculture - Research [L&PS - L]","NULL","01/01/2005","NULL"
35,1055,"HEP",1742,"70710","Master of Science in Agriculture - Research",12047,"707102AL","Master of Science in Agriculture - Research [ALVA - L]","NULL","01/01/2005","NULL"
35,1055,"HEP",1742,"70710","Master of Science in Agriculture - Research",12048,"707102EL","Master of Science in Agriculture - Research [EC&M - L]","NULL","01/01/2005","NULL"
35,1055,"HEP",1742,"70710","Master of Science in Agriculture - Research",12049,"707102IH","Master of Science in Agriculture - Research","2.000","01/01/2005","NULL"
35,1055,"HEP",1742,"70710","Master of Science in Agriculture - Research",12010,"707101CL","Master of Science in Agriculture - Research [E&C - L]","NULL","01/01/2005","NULL"
35,1055,"HEP",1742,"70710","Master of Science in Agriculture - Research",12020,"707101HH","Master of Science in Agriculture - Research [M&D - H]","NULL","01/01/2005","NULL"
35,1055,"HEP",1742,"70710","Master of Science in Agriculture - Research",12021,"707102BL","Master of Science in Agriculture - Research [AHSS - L]","NULL","01/01/2005","NULL"
35,1055,"HEP",1742,"70710","Master of Science in Agriculture - Research",12022,"707102FL","Master of Science in Agriculture - Research [Law - L]","NULL","01/01/2005","NULL"
35,1055,"HEP",1742,"70710","Master of Science in Agriculture - Research",12023,"707102IL","Master of Science in Agriculture - Research","2.000","01/01/2005","NULL"
35,1055,"HEP",1743,"70610","Master of Science in Natural Resource Management - Diss & Cswk",12154,"706101","Master of Science in Natural Resource Management - Diss & Cswk","2.000","01/01/2005","NULL"
35,1055,"HEP",1744,"70490","Higher Degree by Research Preliminary - Science",12211,"704901BL","Higher Degree by Research Preliminary [AHSS - L]","NULL","01/01/2005","NULL"
35,1055,"HEP",1744,"70490","Higher Degree by Research Preliminary - Science",12215,"704901CL","Higher Degree by Research Preliminary [E&C - L]","NULL","01/01/2005","NULL"
35,1055,"HEP",1744,"70490","Higher Degree by Research Preliminary - Science",12216,"704901FL","Higher Degree by Research Preliminary [Law - L]","NULL","01/01/2005","NULL"
35,1055,"HEP",1744,"70490","Higher Degree by Research Preliminary - Science",12217,"704901IL","Higher Degree by Research Preliminary [N&AS - L]","NULL","01/01/2005","NULL"
35,1055,"HEP",1744,"70490","Higher Degree by Research Preliminary - Science",12239,"704901EBH","Higher Degree by Research Preliminary [EC&MB - H]","NULL","01/01/2009","NULL"
35,1055,"HEP",1744,"70490","Higher Degree by Research Preliminary - Science",12240,"704901HH","Higher Degree by Research Preliminary [M&D - H]","NULL","01/01/2005","NULL"
35,1055,"HEP",1744,"70490","Higher Degree by Research Preliminary - Science",12241,"704902IL","Higher Degree by Research Preliminary [N&AS - L]","NULL","01/01/2012","NULL"
35,1055,"HEP",1744,"70490","Higher Degree by Research Preliminary - Science",12331,"704901","Higher Degree by Research Preliminary","NULL","01/01/2006","NULL"
35,1055,"HEP",1744,"70490","Higher Degree by Research Preliminary - Science",12366,"704901DH","Higher Degree by Research Preliminary [Educ - H]","NULL","01/01/2005","NULL"
35,1055,"HEP",1744,"70490","Higher Degree by Research Preliminary - Science",12367,"704901GH","Higher Degree by Research Preliminary [L&PS - H]","NULL","01/01/2005","NULL"
35,1055,"HEP",1744,"70490","Higher Degree by Research Preliminary - Science",12368,"704902","Higher Degree by Research Preliminary - Science","1.000","01/01/2013","NULL"
35,1055,"HEP",1744,"70490","Higher Degree by Research Preliminary - Science",12266,"704901DL","Higher Degree by Research Preliminary [Educ - L]","NULL","01/01/2005","NULL"
35,1055,"HEP",1744,"70490","Higher Degree by Research Preliminary - Science",12267,"704901GL","Higher Degree by Research Preliminary [L&PS - L]","NULL","01/01/2005","NULL"
35,1055,"HEP",1744,"70490","Higher Degree by Research Preliminary - Science",12268,"704902IH","Higher Degree by Research Preliminary [N&AS - H]","NULL","01/01/2012","NULL"
35,1055,"HEP",1744,"70490","Higher Degree by Research Preliminary - Science",12389,"704901AL","Higher Degree by Research Preliminary [ALVA - L]","NULL","01/01/2005","NULL"
35,1055,"HEP",1744,"70490","Higher Degree by Research Preliminary - Science",12390,"704901EH","Higher Degree by Research Preliminary [EC&M - H]","NULL","01/01/2005","NULL"
35,1055,"HEP",1744,"70490","Higher Degree by Research Preliminary - Science",12391,"704901HL","Higher Degree by Research Preliminary [M&D - L]","NULL","01/01/2005","NULL"
35,1055,"HEP",1744,"70490","Higher Degree by Research Preliminary - Science",12440,"704901EL","Higher Degree by Research Preliminary [EC&M - L]","NULL","01/01/2005","NULL"
35,1055,"HEP",1744,"70490","Higher Degree by Research Preliminary - Science",12441,"704901IH","Higher Degree by Research Preliminary [N&AS - H]","NULL","01/01/2005","NULL"
35,1055,"HEP",1745,"70410","Master of Science in Agriculture - Preliminary",12442,"704101AL","Master of Science in Agriculture - Preliminary [ALVA - L]","NULL","01/01/2005","NULL"
35,1055,"HEP",1745,"70410","Master of Science in Agriculture - Preliminary",12452,"704101GL","Master of Science in Agriculture - Preliminary [L&PS - L]","NULL","01/01/2005","NULL"
