"UID1_ProvidersResKey","E306_ProviderCode","E781_ProviderType","UID3_CoursesOfStudyResKey","E533_CourseOfStudyCode","E394_CourseOfStudyName","UID5_CoursesResKey","E307_CourseCode","E308_CourseName","E596_StandardCourseDuration","E609_EffectiveFromDate","E610_EffectiveToDate"
35,1055,"HEP",21291,"00810","Doctor of Philosophy",130286,"0081006H02","Doctor of Philosophy","4.000","01/01/2005","NULL"
35,1055,"HEP",21291,"00810","Doctor of Philosophy",130287,"0081005H01","Doctor of Philosophy","4.000","01/01/2005","NULL"
35,1055,"HEP",21291,"00810","Doctor of Philosophy",130288,"0081006L02","Doctor of Philosophy","4.000","01/01/2005","NULL"
35,1055,"HEP",21291,"00810","Doctor of Philosophy",130289,"0081007L02","Doctor of Philosophy","4.000","01/01/2005","NULL"
35,1055,"HEP",21291,"00810","Doctor of Philosophy",130290,"0081006H01","Doctor of Philosophy","4.000","01/01/2005","NULL"
35,1055,"HEP",21291,"00810","Doctor of Philosophy",130291,"0081008L02","Doctor of Philosophy","4.000","01/01/2005","NULL"
35,1055,"HEP",21291,"00810","Doctor of Philosophy",130292,"0081006L01","Doctor of Philosophy","4.000","01/01/2005","NULL"
35,1055,"HEP",21291,"00810","Doctor of Philosophy",130293,"0081007L01","Doctor of Philosophy","4.000","01/01/2005","NULL"
35,1055,"HEP",21291,"00810","Doctor of Philosophy",130294,"0081008L01","Doctor of Philosophy","4.000","01/01/2005","NULL"
35,1055,"HEP",21291,"00810","Doctor of Philosophy",130295,"0081009H01","Doctor of Philosophy","4.000","01/01/2005","NULL"
35,1055,"HEP",21291,"00810","Doctor of Philosophy",130296,"0081003H02","Doctor of Philosophy","4.000","01/01/2005","NULL"
35,1055,"HEP",21291,"00810","Doctor of Philosophy",130297,"0081009L01","Doctor of Philosophy","4.000","01/01/2005","NULL"
35,1055,"HEP",21291,"00810","Doctor of Philosophy",130298,"0081010L01","Doctor of Philosophy","4.000","01/01/2005","NULL"
35,1055,"HEP",21291,"00810","Doctor of Philosophy",130299,"0081009H02","Doctor of Philosophy","4.000","01/01/2005","NULL"
35,1055,"HEP",21291,"00810","Doctor of Philosophy",130300,"0081009L02","Doctor of Philosophy","4.000","01/01/2005","NULL"
35,1055,"HEP",21291,"00810","Doctor of Philosophy",130301,"0081010L02","Doctor of Philosophy","4.000","01/01/2005","NULL"
35,1055,"HEP",21291,"00810","Doctor of Philosophy",51488,"008101CL","Doctor of Philosophy","4.000","01/01/2005","NULL"
35,1055,"HEP",21291,"00810","Doctor of Philosophy",51489,"008101EDH","Doctor of Philosophy","4.000","01/01/2005","NULL"
35,1055,"HEP",21291,"00810","Doctor of Philosophy",51490,"008101GH","Doctor of Philosophy [L&PS - H]","NULL","01/01/2005","NULL"
35,1055,"HEP",21291,"00810","Doctor of Philosophy",51491,"008102","Doctor of Philosophy","NULL","01/01/2006","NULL"
35,1055,"HEP",21291,"00810","Doctor of Philosophy",51513,"008102DH","Doctor of Philosophy","4.000","01/01/2005","NULL"
35,1055,"HEP",21291,"00810","Doctor of Philosophy",51514,"008102EEH","Doctor of Philosophy","4.000","01/01/2005","NULL"
35,1055,"HEP",21291,"00810","Doctor of Philosophy",51515,"008102GH","Doctor of Philosophy","4.000","01/01/2005","NULL"
35,1055,"HEP",21291,"00810","Doctor of Philosophy",51585,"008102BH","Doctor of Philosophy","4.000","01/01/2005","NULL"
35,1055,"HEP",21291,"00810","Doctor of Philosophy",51586,"008102EBH","Doctor of Philosophy","4.000","01/01/2005","NULL"
35,1055,"HEP",21291,"00810","Doctor of Philosophy",51587,"008102EH","Doctor of Philosophy","4.000","01/01/2005","NULL"
35,1055,"HEP",21291,"00810","Doctor of Philosophy",51588,"008102HL","Doctor of Philosophy","4.000","01/01/2005","NULL"
35,1055,"HEP",21291,"00810","Doctor of Philosophy",51620,"008102EAH","Doctor of Philosophy","4.000","01/01/2005","NULL"
35,1055,"HEP",21291,"00810","Doctor of Philosophy",51621,"008102EGH","Doctor of Philosophy","4.000","01/01/2005","NULL"
35,1055,"HEP",21291,"00810","Doctor of Philosophy",51622,"008102HH","Doctor of Philosophy","4.000","01/01/2005","NULL"
35,1055,"HEP",21291,"00810","Doctor of Philosophy",51698,"008102DL","Doctor of Philosophy","4.000","01/01/2005","NULL"
35,1055,"HEP",21291,"00810","Doctor of Philosophy",51699,"008102EFH","Doctor of Philosophy","4.000","01/01/2005","NULL"
35,1055,"HEP",21291,"00810","Doctor of Philosophy",51700,"008102GL","Doctor of Philosophy","4.000","01/01/2005","NULL"
35,1055,"HEP",21291,"00810","Doctor of Philosophy",51813,"008102BL","Doctor of Philosophy","4.000","01/01/2005","NULL"
35,1055,"HEP",21291,"00810","Doctor of Philosophy",51814,"008102ECH","Doctor of Philosophy","4.000","01/01/2005","NULL"
35,1055,"HEP",21291,"00810","Doctor of Philosophy",51815,"008102EL","Doctor of Philosophy","4.000","01/01/2005","NULL"
35,1055,"HEP",21291,"00810","Doctor of Philosophy",51816,"008102IH","Doctor of Philosophy","4.000","01/01/2005","NULL"
35,1055,"HEP",21291,"00810","Doctor of Philosophy",51379,"008101AL","Doctor of Philosophy","4.000","01/01/2005","NULL"
35,1055,"HEP",21291,"00810","Doctor of Philosophy",51380,"008101EBH","Doctor of Philosophy [EC&MB - H]","NULL","01/01/2007","NULL"
35,1055,"HEP",21291,"00810","Doctor of Philosophy",51381,"008101EL","Doctor of Philosophy","4.000","01/01/2005","NULL"
35,1055,"HEP",21291,"00810","Doctor of Philosophy",51382,"008101IH","Doctor of Philosophy","4.000","01/01/2005","NULL"
35,1055,"HEP",21291,"00810","Doctor of Philosophy",51434,"008101EAH","Doctor of Philosophy","4.000","01/01/2005","NULL"
35,1055,"HEP",21291,"00810","Doctor of Philosophy",51435,"008101EH","Doctor of Philosophy","4.000","01/01/2005","NULL"
35,1055,"HEP",21291,"00810","Doctor of Philosophy",51436,"008101HL","Doctor of Philosophy","4.000","01/01/2005","NULL"
35,1055,"HEP",21291,"00810","Doctor of Philosophy",51457,"008102CL","Doctor of Philosophy","4.000","01/01/2005","NULL"
35,1055,"HEP",21291,"00810","Doctor of Philosophy",51458,"008102EDH","Doctor of Philosophy","4.000","01/01/2005","NULL"
35,1055,"HEP",21291,"00810","Doctor of Philosophy",51459,"008102FL","Doctor of Philosophy","4.000","01/01/2005","NULL"
35,1055,"HEP",21291,"00810","Doctor of Philosophy",51460,"008102IL","Doctor of Philosophy","4.000","01/01/2005","NULL"
35,1055,"HEP",21291,"00810","Doctor of Philosophy",51340,"008101DL","Doctor of Philosophy","4.000","01/01/2005","NULL"
35,1055,"HEP",21291,"00810","Doctor of Philosophy",51341,"008101EGH","Doctor of Philosophy","4.000","01/01/2005","NULL"
35,1055,"HEP",21291,"00810","Doctor of Philosophy",51342,"008101HH","Doctor of Philosophy","4.000","01/01/2005","NULL"
35,1055,"HEP",21291,"00810","Doctor of Philosophy",51315,"008101DH","Doctor of Philosophy [Educ - H]","NULL","01/01/2005","NULL"
35,1055,"HEP",21291,"00810","Doctor of Philosophy",51316,"008101EFH","Doctor of Philosophy","4.000","01/01/2005","NULL"
35,1055,"HEP",21291,"00810","Doctor of Philosophy",51317,"008101GL","Doctor of Philosophy [L&PS - L]","NULL","01/01/2005","NULL"
35,1055,"HEP",21291,"00810","Doctor of Philosophy",51318,"008102AL","Doctor of Philosophy","4.000","01/01/2005","NULL"
35,1055,"HEP",21291,"00810","Doctor of Philosophy",51305,"008101BL","Doctor of Philosophy","4.000","01/01/2005","NULL"
35,1055,"HEP",21291,"00810","Doctor of Philosophy",51306,"008101ECH","Doctor of Philosophy","4.000","01/01/2005","NULL"
35,1055,"HEP",21291,"00810","Doctor of Philosophy",51307,"008101FL","Doctor of Philosophy","4.000","01/01/2005","NULL"
35,1055,"HEP",21291,"00810","Doctor of Philosophy",51308,"008101IL","Doctor of Philosophy","4.000","01/01/2005","NULL"
35,1055,"HEP",21291,"00810","Doctor of Philosophy",133073,"0081003L02","Doctor of Philosophy","4.000","01/01/2005","NULL"
35,1055,"HEP",21425,"X-PROV PG","Cross-Institution Postgraduate",135838,"0009P2","Study Abroad (Postgraduate) Non-Award","0.000","01/01/2023","NULL"
35,1055,"HEP",21425,"X-PROV PG","Cross-Institution Postgraduate",52706,"2059P1","Cross Institutional (Executive Master of Public Administration)","0.000","01/01/2008","NULL"
35,1055,"HEP",21425,"X-PROV PG","Cross-Institution Postgraduate",52707,"400501","PATREC - Curtin, ECU and Murdoch","0.000","01/01/2007","NULL"
35,1055,"HEP",21425,"X-PROV PG","Cross-Institution Postgraduate",52708,"9000P1","Not for Degree (Medicine)","NULL","01/01/2007","NULL"
35,1055,"HEP",21425,"X-PROV PG","Cross-Institution Postgraduate",52724,"2000P1","Not for Degree (Law)","NULL","01/01/2007","NULL"
35,1055,"HEP",21425,"X-PROV PG","Cross-Institution Postgraduate",52725,"4000P1","Not for Degree(Econ & Comm)","NULL","01/01/2007","NULL"
35,1055,"HEP",21425,"X-PROV PG","Cross-Institution Postgraduate",52726,"7500P1","Cross Institutional (Science) Postgraduate","0.000","01/01/2013","NULL"
35,1055,"HEP",21425,"X-PROV PG","Cross-Institution Postgraduate",52764,"2500P1","Not for Degree (Architecture)","NULL","01/01/2007","NULL"
35,1055,"HEP",21425,"X-PROV PG","Cross-Institution Postgraduate",52765,"5000P1","Not for Degree (Science)","NULL","01/01/2007","NULL"
35,1055,"HEP",21425,"X-PROV PG","Cross-Institution Postgraduate",52880,"1000P1","Not for Degree (Arts)","NULL","01/01/2007","NULL"
35,1055,"HEP",21425,"X-PROV PG","Cross-Institution Postgraduate",52881,"300301","Not For Degree (Education) Murdoch Cross-institutional","NULL","01/01/2007","NULL"
35,1055,"HEP",21425,"X-PROV PG","Cross-Institution Postgraduate",52882,"7000P1","Not for Degree (Agriculture)","NULL","01/01/2007","NULL"
35,1055,"HEP",21425,"X-PROV PG","Cross-Institution Postgraduate",52941,"008003","Non-Award (PhD)","0.000","01/01/2009","NULL"
35,1055,"HEP",21425,"X-PROV PG","Cross-Institution Postgraduate",52942,"3000P1","Not for Degree (Education)","NULL","01/01/2007","NULL"
35,1055,"HEP",21425,"X-PROV PG","Cross-Institution Postgraduate",52943,"6000P1","Not for Degree (Engineering)","NULL","01/01/2007","NULL"
35,1055,"HEP",21425,"X-PROV PG","Cross-Institution Postgraduate",53008,"2057P1","Cross Institutional (Master of Public Administration) Curtin","0.000","01/01/2008","NULL"
35,1055,"HEP",21425,"X-PROV PG","Cross-Institution Postgraduate",53009,"400303","Cross Institutional (GSM) Postgraduate","0.000","01/01/2009","NULL"
35,1055,"HEP",21425,"X-PROV PG","Cross-Institution Postgraduate",53010,"8000P1","Not for Degree (Dentistry)","NULL","01/01/2007","NULL"
35,1055,"HEP",21425,"X-PROV PG","Cross-Institution Postgraduate",58469,"300303","Cross Institutional (Education) Murdoch","0.000","01/01/2006","NULL"
35,1055,"HEP",21425,"X-PROV PG","Cross-Institution Postgraduate",130377,"008004","Non-Award (PhD)","0.000","01/01/2021","NULL"
35,1055,"HEP",21425,"X-PROV PG","Cross-Institution Postgraduate",12786,"9000P3","Cross Institutional (Medicine) Postgraduate","0.000","01/01/2005","NULL"
35,1055,"HEP",21425,"X-PROV PG","Cross-Institution Postgraduate",11636,"7000P3","Cross Institutional (Agriculture) Postgraduate","0.000","01/01/2005","NULL"
35,1055,"HEP",21425,"X-PROV PG","Cross-Institution Postgraduate",12565,"8000P3","Cross Institutional (Dentistry) Postgraduate","0.000","01/06/2005","NULL"
35,1055,"HEP",21425,"X-PROV PG","Cross-Institution Postgraduate",10355,"4000P3","Cross Institutional (Economics & Commerce) Postgraduate","0.000","01/01/2005","NULL"
35,1055,"HEP",21425,"X-PROV PG","Cross-Institution Postgraduate",10454,"400302","Cross Institutional (GSM) Postgraduate","0.000","01/01/2005","NULL"
35,1055,"HEP",21425,"X-PROV PG","Cross-Institution Postgraduate",10160,"3000P3","Cross Institutional (Education) Postgraduate","0.000","01/01/2005","NULL"
35,1055,"HEP",21425,"X-PROV PG","Cross-Institution Postgraduate",11422,"6000P3","Cross Institutional (Engineering) Postgraduate","0.000","01/01/2005","NULL"
35,1055,"HEP",21425,"X-PROV PG","Cross-Institution Postgraduate",9953,"2500P3","Cross Institutional (Architecture) Postgraduate","0.000","01/01/2005","NULL"
35,1055,"HEP",21425,"X-PROV PG","Cross-Institution Postgraduate",9033,"1000P3","Cross Institutional (Arts) Postgraduate","0.000","01/01/2005","NULL"
35,1055,"HEP",21425,"X-PROV PG","Cross-Institution Postgraduate",9621,"2000P3","Cross Institutional (Law) Postgraduate","0.000","01/01/2005","NULL"
35,1055,"HEP",21425,"X-PROV PG","Cross-Institution Postgraduate",8984,"0080P1","Cross Institutional (PhD)","0.000","01/06/2005","NULL"
35,1055,"HEP",21425,"X-PROV PG","Cross-Institution Postgraduate",8924,"0009P1","Cross Institutional (Study Abroad) Postgraduate","0.000","01/01/2005","NULL"
35,1055,"HEP",21499,"11180","Bachelor of Music Education",53421,"111801","Bachelor of Music Education","4.000","01/01/2005","NULL"
35,1055,"HEP",21499,"11180","Bachelor of Music Education",53526,"101301","Bachelor of Music Education","4.000","01/01/2005","NULL"
35,1055,"HEP",21499,"11180","Bachelor of Music Education",53698,"111802","Bachelor of Music Education","4.000","01/01/2009","NULL"
35,1055,"HEP",21690,"90650","Master of Nursing Research - Thesis and Coursework",55239,"906501","Master of Nursing Research - Thesis and Coursework","NULL","01/01/2007","NULL"
35,1055,"HEP",21830,"1015H","Bachelor of Social Work - Postgraduate (Honours)",56561,"1015H1","Bachelor of Social Work - Postgraduate (Honours)","NULL","01/01/2007","NULL"
35,1055,"HEP",21831,"9016H","Bachelor of Medicine and Bachelor of Surgery - Graduate (Honours)",56713,"9016H1","Bachelor of Medicine and Bachelor of Surgery - Graduate (Honours)","NULL","01/01/2007","NULL"
35,1055,"HEP",21832,"2019H","Bachelor of Laws and Bachelor of Arts (Asian Studies) (Honours)",56549,"2019H1","Bachelor of Laws and Bachelor of Arts (Asian Studies) (Honours)","NULL","01/01/2007","NULL"
35,1055,"HEP",21833,"2116H","Bachelor of Laws and Bachelor of Economics (Honours)",56702,"2116H2","Bachelor of Laws and Bachelor of Economics (Honours)","NULL","01/01/2011","NULL"
35,1055,"HEP",21833,"2116H","Bachelor of Laws and Bachelor of Economics (Honours)",56501,"2116H1","Bachelor of Laws and Bachelor of Economics (Honours)","NULL","01/01/2007","NULL"
35,1055,"HEP",21834,"2117H","Bachelor of Arts (Communication Studies) and Bachelor of Laws (Honours)",56619,"2117H1","Bachelor of Arts (Communication Studies) and Bachelor of Laws (Honours)","NULL","01/01/2007","NULL"
35,1055,"HEP",21834,"2117H","Bachelor of Arts (Communication Studies) and Bachelor of Laws (Honours)",56562,"2117H2","Bachelor of Arts (Communication Studies) and Bachelor of Laws (Honours)","NULL","01/01/2012","NULL"
35,1055,"HEP",21835,"6111H","Bachelor of Engineering and Bachelor of Arts (Honours)",56550,"6111H2","Bachelor of Engineering and Bachelor of Arts (Honours)","NULL","01/01/2010","NULL"
35,1055,"HEP",21835,"6111H","Bachelor of Engineering and Bachelor of Arts (Honours)",56714,"6111H1","Bachelor of Engineering and Bachelor of Arts (Honours)","NULL","01/01/2007","NULL"
35,1055,"HEP",21836,"2111H","Bachelor of Laws and Bachelor of Arts (Honours)",56703,"2111H2","Bachelor of Laws/Bachelor of Arts Honours","NULL","01/01/2005","NULL"
35,1055,"HEP",21836,"2111H","Bachelor of Laws and Bachelor of Arts (Honours)",56502,"2111H1","Bachelor of Laws and Bachelor of Arts (Honours)","NULL","01/01/2007","NULL"
35,1055,"HEP",21837,"9013H","Bachelor of Medicine & Bachelor of Surgery and Bachelor of Arts Honours",56620,"9013H1","Bachelor of Medicine & Bachelor of Surgery and Bachelor of Arts Honours","NULL","01/01/2005","NULL"
35,1055,"HEP",21838,"70180","Bachelor of Science(Agriculture) and Bachelor of Economics or Commerce",56563,"701801","Bachelor of Science(Agriculture) and Bachelor of Economics or Commerce","NULL","01/01/2005","NULL"
35,1055,"HEP",21839,"10160","Bachelor of Arts and Bachelor of Jurisprudence",56715,"101601","Bachelor of Arts and Bachelor of Jurisprudence","NULL","01/01/2005","NULL"
35,1055,"HEP",21840,"10180","Bachelor of Arts and Bachelor of Laws",56551,"101801","Bachelor of Arts and Bachelor of Laws","NULL","01/01/2005","NULL"
35,1055,"HEP",21841,"50540","Master of Psychology and Graduate Diploma in Education",56503,"505401","Master of Psychology and Graduate Diploma in Education","NULL","01/01/2005","NULL"
35,1055,"HEP",21842,"50160","Bachelor of Science and Bachelor of Jurisprudence",56704,"501601","Bachelor of Science and Bachelor of Jurisprudence","NULL","01/01/2005","NULL"
35,1055,"HEP",21843,"50170","Bachelor of Science and Bachelor of Laws",56572,"501701","Bachelor of Science and Bachelor of Laws","NULL","01/01/2005","NULL"
35,1055,"HEP",21844,"40170","Bachelor of Commerce and Bachelor of Laws",56724,"401701","Bachelor of Commerce and Bachelor of Laws","NULL","01/01/2005","NULL"
35,1055,"HEP",21845,"40180","Bachelor of Economics and Bachelor of Laws",56959,"401801","Bachelor of Economics and Bachelor of Laws","NULL","01/01/2005","NULL"
35,1055,"HEP",21846,"90810","Doctor of Physiotherapy",56736,"908101","Doctor of Physiotherapy","NULL","01/01/2007","NULL"
35,1055,"HEP",21847,"X-PROV UG","Cross-Institution Undergraduate",56737,"7000U1","Not for Degree (Agriculture)","NULL","01/01/2007","NULL"
35,1055,"HEP",21847,"X-PROV UG","Cross-Institution Undergraduate",56813,"2500U1","Not for Degree (Architecture)","NULL","01/01/2007","NULL"
35,1055,"HEP",21847,"X-PROV UG","Cross-Institution Undergraduate",56814,"7500U1","Cross Institutional (Science) Undergraduate","0.000","01/01/2013","NULL"
35,1055,"HEP",21847,"X-PROV UG","Cross-Institution Undergraduate",56960,"6000U1","Not for Degree (Engineering)","NULL","01/01/2007","NULL"
35,1055,"HEP",21847,"X-PROV UG","Cross-Institution Undergraduate",56725,"5000U1","Not for Degree (Science)","NULL","01/01/2007","NULL"
35,1055,"HEP",21847,"X-PROV UG","Cross-Institution Undergraduate",56573,"4000U1","Not for Degree (Econ & Comm)","0.000","01/01/2005","NULL"
35,1055,"HEP",21847,"X-PROV UG","Cross-Institution Undergraduate",56574,"9000U1","Not for Degree (Medicine)","NULL","01/01/2007","NULL"
35,1055,"HEP",21847,"X-PROV UG","Cross-Institution Undergraduate",56630,"3000U1","Not for Degree (Education)","NULL","01/01/2007","NULL"
35,1055,"HEP",21847,"X-PROV UG","Cross-Institution Undergraduate",56631,"8000U1","Not for Degree (Dentistry)","NULL","01/01/2007","NULL"
35,1055,"HEP",21847,"X-PROV UG","Cross-Institution Undergraduate",58256,"1000U3","Cross Institutional (Arts) Undergraduate","0.000","01/01/2005","NULL"
35,1055,"HEP",21847,"X-PROV UG","Cross-Institution Undergraduate",58026,"1000U1","Not for Degree (Arts)","0.000","01/01/2005","NULL"
35,1055,"HEP",21847,"X-PROV UG","Cross-Institution Undergraduate",58075,"1000U2","Not for Degree (Arts)","0.000","01/01/2005","NULL"
35,1055,"HEP",21847,"X-PROV UG","Cross-Institution Undergraduate",8850,"000501","Not for Degree (Albany)","0.000","01/01/2005","NULL"
35,1055,"HEP",21847,"X-PROV UG","Cross-Institution Undergraduate",8860,"0009U1","Cross Institutional (Study Abroad) Undergraduate","0.000","01/01/2005","NULL"
35,1055,"HEP",21847,"X-PROV UG","Cross-Institution Undergraduate",9597,"2000U1","Not for Degree (Law)","0.000","01/01/2005","NULL"
35,1055,"HEP",21847,"X-PROV UG","Cross-Institution Undergraduate",8726,"000502","Cross Institutional (Albany)","0.000","01/01/2005","NULL"
35,1055,"HEP",21847,"X-PROV UG","Cross-Institution Undergraduate",9750,"2000U2","Not for Degree (Law)","0.000","01/01/2005","NULL"
35,1055,"HEP",21847,"X-PROV UG","Cross-Institution Undergraduate",9677,"2000U3","Cross Institutional (Law) Undergraduate","0.000","01/01/2005","NULL"
35,1055,"HEP",21847,"X-PROV UG","Cross-Institution Undergraduate",10157,"2500U2","Not for Degree (Architecture)","0.000","01/01/2005","NULL"
35,1055,"HEP",21847,"X-PROV UG","Cross-Institution Undergraduate",10068,"3000U3","Cross Institutional (Education) Undergraduate","0.000","01/01/2005","NULL"
35,1055,"HEP",21847,"X-PROV UG","Cross-Institution Undergraduate",10254,"2500U3","Cross Institutional (Architecture) Undergraduate","0.000","01/01/2005","NULL"
35,1055,"HEP",21847,"X-PROV UG","Cross-Institution Undergraduate",10327,"4000U3","Cross Institutional (Economics & Commerce) Undergraduate","0.000","01/01/2005","NULL"
35,1055,"HEP",21847,"X-PROV UG","Cross-Institution Undergraduate",10265,"3000U2","Not for Degree (Education)","0.000","01/01/2005","NULL"
35,1055,"HEP",21847,"X-PROV UG","Cross-Institution Undergraduate",10429,"4000U2","Not for Degree (Econ & Comm)","0.000","01/01/2005","NULL"
35,1055,"HEP",21847,"X-PROV UG","Cross-Institution Undergraduate",12579,"9000U2","Not for Degree (Medicine)","0.000","01/01/2005","NULL"
35,1055,"HEP",21847,"X-PROV UG","Cross-Institution Undergraduate",12512,"8000U3","Cross Institutional (Dentistry) Undergraduate","0.000","01/06/2005","NULL"
35,1055,"HEP",21847,"X-PROV UG","Cross-Institution Undergraduate",12633,"9000U3","Cross Institutional (Medicine) Undergraduate","0.000","01/01/2005","NULL"
35,1055,"HEP",21847,"X-PROV UG","Cross-Institution Undergraduate",11574,"6000U3","Cross Institutional (Engineering) Undergraduate","0.000","01/01/2005","NULL"
35,1055,"HEP",21847,"X-PROV UG","Cross-Institution Undergraduate",135839,"0009U2","Study Abroad (Undergraduate) Non-Award","0.000","01/01/2023","NULL"
35,1055,"HEP",21848,"00820","Doctor of Philosophy and Master of Psychology",56726,"008201","Doctor of Philosophy and Master of Psychology","NULL","01/01/2005","NULL"
35,1055,"HEP",21848,"00820","Doctor of Philosophy and Master of Psychology",56961,"008202","Doctor of Philosophy and Master of Psychology","NULL","01/01/2005","NULL"
35,1055,"HEP",21848,"00820","Doctor of Philosophy and Master of Psychology",56738,"008203","Doctor of Philosophy and Master of Psychology","NULL","01/01/2014","NULL"
35,1055,"HEP",21849,"00880","Master of Forensic Science and Doctor of Philosophy",56815,"008801","Master of Forensic Science and Doctor of Philosophy","NULL","01/01/2005","NULL"
35,1055,"HEP",21849,"00880","Master of Forensic Science and Doctor of Philosophy",56632,"008802","Master of Forensic Science and Doctor of Philosophy","NULL","01/01/2005","NULL"
35,1055,"HEP",21849,"00880","Master of Forensic Science and Doctor of Philosophy",56575,"008803","Master of Forensic Science and Doctor of Philosophy","4.000","01/01/2013","NULL"
35,1055,"HEP",21850,"00840","Master of Clinical Audiology and Doctor of Philosophy",56739,"008403","Master of Clinical Audiology and Doctor of Philosophy","NULL","01/01/2013","NULL"
35,1055,"HEP",21850,"00840","Master of Clinical Audiology and Doctor of Philosophy",56962,"008402","Master of Clinical Audiology and Doctor of Philosophy","NULL","01/01/2005","NULL"
35,1055,"HEP",21850,"00840","Master of Clinical Audiology and Doctor of Philosophy",56727,"008401","Master of Clinical Audiology and Doctor of Philosophy","NULL","01/01/2005","NULL"
35,1055,"HEP",21851,"00850","MBBS and Doctor of Philosophy - Research",57013,"008502IH","MBBS and Doctor of Philosophy - Research [N&AS - H]","NULL","01/01/2005","NULL"
35,1055,"HEP",21851,"00850","MBBS and Doctor of Philosophy - Research",56976,"008501EL","MBBS and Doctor of Philosophy - Research [EC&M - L]","NULL","01/01/2005","NULL"
35,1055,"HEP",21851,"00850","MBBS and Doctor of Philosophy - Research",56977,"008501IH","MBBS and Doctor of Philosophy - Research [N&AS - H]","NULL","01/01/2005","NULL"
35,1055,"HEP",21851,"00850","MBBS and Doctor of Philosophy - Research",56978,"008502DH","MBBS and Doctor of Philosophy - Research [Educ - H]","NULL","01/01/2005","NULL"
35,1055,"HEP",21851,"00850","MBBS and Doctor of Philosophy - Research",56979,"008502GL","MBBS and Doctor of Philosophy - Research [L&PS - L]","NULL","01/01/2005","NULL"
35,1055,"HEP",21851,"00850","MBBS and Doctor of Philosophy - Research",56990,"008501EH","MBBS and Doctor of Philosophy - Research [EC&M - H]","NULL","01/01/2005","NULL"
35,1055,"HEP",21851,"00850","MBBS and Doctor of Philosophy - Research",56991,"008501HL","MBBS and Doctor of Philosophy - Research [M&D - L]","NULL","01/01/2005","NULL"
35,1055,"HEP",21851,"00850","MBBS and Doctor of Philosophy - Research",56992,"008502CL","MBBS and Doctor of Philosophy - Research [E&C - L]","NULL","01/01/2005","NULL"
35,1055,"HEP",21851,"00850","MBBS and Doctor of Philosophy - Research",56993,"008502GH","MBBS and Doctor of Philosophy - Research [L&PS - H]","NULL","01/01/2005","NULL"
35,1055,"HEP",21851,"00850","MBBS and Doctor of Philosophy - Research",56753,"008501FL","MBBS and Doctor of Philosophy - Research [Law - L]","NULL","01/01/2005","NULL"
35,1055,"HEP",21851,"00850","MBBS and Doctor of Philosophy - Research",56754,"008501IL","MBBS and Doctor of Philosophy - Research [N&AS - L]","NULL","01/01/2005","NULL"
35,1055,"HEP",21851,"00850","MBBS and Doctor of Philosophy - Research",56755,"008502DL","MBBS and Doctor of Philosophy - Research [Educ - L]","NULL","01/01/2005","NULL"
35,1055,"HEP",21851,"00850","MBBS and Doctor of Philosophy - Research",56756,"008502HH","MBBS and Doctor of Philosophy - Research [M&D - H]","NULL","01/01/2005","NULL"
35,1055,"HEP",21851,"00850","MBBS and Doctor of Philosophy - Research",56765,"008502IL","MBBS and Doctor of Philosophy - Research [N&AS - L]","NULL","01/01/2005","NULL"
35,1055,"HEP",21851,"00850","MBBS and Doctor of Philosophy - Research",56789,"008501DL","MBBS and Doctor of Philosophy - Research [Educ - L]","NULL","01/01/2005","NULL"
35,1055,"HEP",21851,"00850","MBBS and Doctor of Philosophy - Research",56790,"008501HH","MBBS and Doctor of Philosophy - Research [M&D - H]","NULL","01/01/2005","NULL"
35,1055,"HEP",21851,"00850","MBBS and Doctor of Philosophy - Research",56791,"008502BL","MBBS and Doctor of Philosophy - Research [AHSS - L]","NULL","01/01/2005","NULL"
35,1055,"HEP",21851,"00850","MBBS and Doctor of Philosophy - Research",56792,"008502FL","MBBS and Doctor of Philosophy - Research [Law - L]","NULL","01/01/2005","NULL"
35,1055,"HEP",21851,"00850","MBBS and Doctor of Philosophy - Research",56816,"008501AL","MBBS and Doctor of Philosophy - Research [ALVA - L]","NULL","01/01/2005","NULL"
35,1055,"HEP",21851,"00850","MBBS and Doctor of Philosophy - Research",56830,"008501GH","MBBS and Doctor of Philosophy - Research [L&PS - H]","NULL","01/01/2005","NULL"
35,1055,"HEP",21851,"00850","MBBS and Doctor of Philosophy - Research",56831,"008502","MBBS / Doctor of Philosophy - Research","NULL","01/01/2006","NULL"
35,1055,"HEP",21851,"00850","MBBS and Doctor of Philosophy - Research",56832,"008502EH","MBBS and Doctor of Philosophy - Research [EC&M - H]","NULL","01/01/2005","NULL"
35,1055,"HEP",21851,"00850","MBBS and Doctor of Philosophy - Research",56833,"008501BL","MBBS and Doctor of Philosophy - Research [AHSS - L]","NULL","01/01/2005","NULL"
35,1055,"HEP",21851,"00850","MBBS and Doctor of Philosophy - Research",56846,"008501DH","MBBS and Doctor of Philosophy - Research [Educ - H]","NULL","01/01/2005","NULL"
35,1055,"HEP",21851,"00850","MBBS and Doctor of Philosophy - Research",56847,"008501GL","MBBS and Doctor of Philosophy - Research [L&PS - L]","NULL","01/01/2005","NULL"
35,1055,"HEP",21851,"00850","MBBS and Doctor of Philosophy - Research",56848,"008502AL","MBBS and Doctor of Philosophy - Research [ALVA - L]","NULL","01/01/2005","NULL"
