"UID1_ProvidersResKey","E306_ProviderCode","E781_ProviderType","UID3_CoursesOfStudyResKey","E533_CourseOfStudyCode","UID5_CoursesResKey","E307_CourseCode","E394_CourseOfStudyName","UID48_CourseFieldsOfEducationResKey","E461_FieldOfEducationCode","E462_FieldOfEducationSupplementaryCode","E609_EffectiveFromDate","E610_EffectiveToDate"
35,1055,"HEP",1796,"90490",12877,"904901GH","Higher Degree by Research Preliminary - Medicine and Health Science",16227,19900,0,"01/01/2005","31/12/2006"
35,1055,"HEP",1796,"90490",12877,"904901GH","Higher Degree by Research Preliminary - Medicine and Health Science",16228,19900,0,"01/01/2007","NULL"
35,1055,"HEP",43971,"73520",91343,"735201","Master of Clinical Exercise Physiology",214383,69903,0,"01/01/2016","NULL"
35,1055,"HEP",56541,"BP0062",117215,"BP0062","Bachelor of Biomedical Science",215552,19901,0,"01/01/2021","NULL"
35,1055,"HEP",1628,"40730",10780,"407301","Master of Japanese Studies - Research",13202,91515,0,"01/01/2005","31/12/2006"
35,1055,"HEP",1628,"40730",10780,"407301","Master of Japanese Studies - Research",13203,91515,0,"01/01/2007","NULL"
35,1055,"HEP",1648,"50020",10816,"500202","Not for Degree (Science), Postgraduate",13260,0,0,"01/01/2005","31/12/2005"
35,1055,"HEP",1648,"50020",10816,"500202","Not for Degree (Science), Postgraduate",13261,0,0,"01/01/2006","NULL"
35,1055,"HEP",65605,"CB047",143128,"CB0471","Bachelor of Criminology and Criminal Justice and Bachelor of Arts",250004,91100,90000,"01/11/2024","NULL"
35,1055,"HEP",17338,"1026H",44910,"1026H1","Bachelor of Music / Bachelor of Education Honours",57992,70100,100101,"01/01/2005","NULL"
35,1055,"HEP",24518,"6116H",60232,"6116H1","Bachelor of Computer Science and Bachelor of Engineering (Honours)",75955,30000,20100,"01/01/2005","NULL"
35,1055,"HEP",65024,"42650",141856,"426501","Master of Business Administration - Global",248370,80301,0,"01/11/2021","NULL"
35,1055,"HEP",60665,"73570",132214,"735701","Master of Applied Human Performance Science - Coursework",235853,69903,0,"01/11/2021","NULL"
35,1055,"HEP",59477,"BP023",129592,"BP0231","Bachelor of Marine Science",232438,10907,0,"01/11/2021","NULL"
35,1055,"HEP",1472,"00830",130310,"0083009L02","Doctor of Philosophy",233371,90305,0,"01/01/2005","NULL"
35,1055,"HEP",1703,"51610",130335,"5161006H01","Master of Science - Thesis and Coursework",233396,10000,0,"01/01/2005","NULL"
35,1055,"HEP",59883,"CM004",130353,"CM0041","Bachelor of Science and Master of Biomedical Science",233414,19901,10999,"01/01/2021","NULL"
35,1055,"HEP",1741,"70720",130367,"7072001H02","Master of Science in Natural Resources - Research",233428,50900,0,"01/01/2005","NULL"
35,1055,"HEP",29566,"53510",71764,"535101","Master of Anatomical Sciences",202537,10900,0,"01/01/2009","NULL"
35,1055,"HEP",33979,"00710",78820,"007101EFH","Master of Philosophy - Research",202599,61305,0,"01/07/2012","NULL"
35,1055,"HEP",33979,"00710",79159,"007101CL","Master of Philosophy - Research",202627,61305,0,"01/07/2012","NULL"
35,1055,"HEP",43972,"73530",91409,"735301","Master of Agricultural Economics - Coursework",202674,50000,0,"01/01/2016","NULL"
35,1055,"HEP",17193,"50610",130325,"5061001L01","Master of Science - Dissertation & Coursework",233386,90701,0,"01/01/2005","NULL"
35,1055,"HEP",17193,"50610",130327,"5061009H01","Master of Science - Dissertation & Coursework",233388,90701,0,"01/01/2005","NULL"
35,1055,"HEP",59867,"CM007",130359,"CM0071","Bachelor of Science and Master of Biotechnology",233420,19905,19900,"01/01/2021","NULL"
35,1055,"HEP",1741,"70720",130366,"7072005H01","Master of Science in Natural Resources - Research",233427,50105,0,"01/01/2005","31/12/2005"
35,1055,"HEP",33979,"00710",130402,"0071008L01","Master of Philosophy - Research",233466,61305,0,"01/07/2012","NULL"
35,1055,"HEP",21851,"00850",56832,"008502EH","MBBS and Doctor of Philosophy - Research",202293,39999,60101,"01/01/2005","NULL"
35,1055,"HEP",21851,"00850",56991,"008501HL","MBBS and Doctor of Philosophy - Research",202311,61300,60101,"01/01/2005","NULL"
35,1055,"HEP",21851,"00850",56993,"008502GH","MBBS and Doctor of Philosophy - Research",202313,19900,60101,"01/01/2005","NULL"
35,1055,"HEP",24182,"31550",58163,"315501","Master of Teaching (Secondary) - Coursework",202343,70105,0,"01/01/2009","NULL"
35,1055,"HEP",25739,"90690",59497,"906901","Master of Aboriginal Health - Thesis and Coursework",202366,61305,0,"01/01/2010","NULL"
35,1055,"HEP",25744,"1020M",59506,"1020M1","Bachelor of Arts (Asian Studies) (Provisional Entry)",202367,91500,0,"01/01/2010","NULL"
35,1055,"HEP",25782,"00870",60035,"008702EAH","Doctor of Philosophy (Joint/Double-Badged)",202444,10915,0,"01/01/2005","NULL"
35,1055,"HEP",27035,"10753",65656,"107503","Master of Social Work - Research",202488,90501,0,"01/01/2007","NULL"
35,1055,"HEP",29581,"72570",71772,"725702","Master of Integrated Human Studies - Coursework and Dissertation",202541,10913,0,"01/01/2013","NULL"
35,1055,"HEP",1766,"80490",12773,"804901AL","Higher Degree by Research Preliminary - Dentistry",16068,40100,0,"01/01/2005","31/12/2006"
35,1055,"HEP",1766,"80490",12773,"804901AL","Higher Degree by Research Preliminary - Dentistry",16069,40100,0,"01/01/2007","NULL"
35,1055,"HEP",1796,"90490",12806,"904901DH","Higher Degree by Research Preliminary - Medicine and Health Science",16121,90701,0,"01/01/2005","31/12/2006"
35,1055,"HEP",1796,"90490",12806,"904901DH","Higher Degree by Research Preliminary - Medicine and Health Science",16122,90701,0,"01/01/2007","NULL"
35,1055,"HEP",56451,"74230",116976,"742301","Graduate Certificate in Bioinformatics",214415,10103,0,"01/01/2020","NULL"
35,1055,"HEP",1472,"00830",8998,"008302FL","Doctor of Philosophy",200990,90305,0,"01/01/2005","31/12/2005"
35,1055,"HEP",1472,"00830",8998,"008302FL","Doctor of Philosophy",200991,90900,0,"01/01/2006","NULL"
35,1055,"HEP",21425,"X-PROV PG",9033,"1000P3","Cross-Institution Postgraduate",201009,0,0,"01/01/2005","31/12/2005"
35,1055,"HEP",21425,"X-PROV PG",9033,"1000P3","Cross-Institution Postgraduate",201010,0,0,"01/01/2006","NULL"
35,1055,"HEP",1493,"10710",9166,"107101DL","Master of Arts - Research",201047,70100,0,"01/01/2005","31/12/2006"
35,1055,"HEP",1493,"10710",9166,"107101DL","Master of Arts - Research",201048,70100,0,"01/01/2007","NULL"
35,1055,"HEP",1473,"1000N",9233,"1000N3","Non-Award (Arts)",201076,0,0,"01/01/2005","31/12/2005"
35,1055,"HEP",1473,"1000N",9233,"1000N3","Non-Award (Arts)",201077,0,0,"01/01/2006","NULL"
35,1055,"HEP",1523,"11510",9751,"115102","Master of Arts - Coursework",201184,90000,0,"01/01/2005","31/12/2005"
35,1055,"HEP",35285,"10270",101342,"102702","Diploma in Arts - Undergraduate",202815,90000,0,"01/01/2005","NULL"
35,1055,"HEP",35287,"1030H",101361,"1030H1","Diploma in Modern Languages (Honours)",202816,91500,0,"01/01/2005","NULL"
35,1055,"HEP",35608,"91512",103382,"915102","Master of Nursing Science - Coursework",202842,60301,0,"01/01/2013","NULL"
35,1055,"HEP",35822,"51614",109262,"516104","Master of Exercise Science - Thesis and Coursework",202869,69903,0,"02/01/2013","NULL"
35,1055,"HEP",25765,"42620",59727,"426201","Master of Economics - Coursework",202402,91900,0,"01/01/2010","NULL"
35,1055,"HEP",25771,"52350",59878,"523501","Graduate Diploma in Biological Arts",202425,10000,0,"01/01/2010","NULL"
35,1055,"HEP",24828,"42570",61416,"425701","Master of Business Leadership - Coursework",202458,80301,0,"01/01/2009","NULL"
35,1055,"HEP",29573,"40260",71559,"402601","Graduate Certificate in Social Impact",202508,80301,0,"01/01/2011","NULL"
35,1055,"HEP",29565,"42540",71629,"425401","Master of Business Administration (International) - Coursework",202522,80301,0,"01/01/2009","NULL"
35,1055,"HEP",31577,"31670",75088,"316701","Master of Education - Thesis and Coursework",202554,70100,0,"01/01/2012","NULL"
35,1055,"HEP",41177,"41692",92436,"416902","Master of Marketing - Coursework",202691,80505,0,"01/01/2015","NULL"
35,1055,"HEP",41162,"20390",92668,"203901","Graduate Diploma in Chinese Business Law",202714,90909,0,"01/01/2015","NULL"
35,1055,"HEP",46758,"11582",98901,"115802","Master of International Relations",202778,80311,0,"01/01/2016","NULL"
35,1055,"HEP",46842,"53370",99118,"533701","Graduate Diploma in Clinical Psychology",202785,90701,0,"01/01/2015","NULL"
35,1055,"HEP",46847,"62530",99220,"625301","Master of Data Science",202790,20300,0,"01/01/2017","NULL"
35,1055,"HEP",35514,"51503",102577,"515003","Master of Pharmacy - Coursework",202833,60501,0,"01/01/2012","NULL"
35,1055,"HEP",25750,"20580",59507,"205801","Master of Correctional Management",202368,90900,0,"01/01/2010","NULL"
35,1055,"HEP",25767,"5026M",59514,"5026M1","Bachelor of Health Science (Provisional Entry)",202371,61300,0,"01/01/2010","NULL"
35,1055,"HEP",18848,"NON AWARD",59782,"0009N1","Non-Award Course",202411,0,0,"01/01/2005","31/12/2009"
35,1055,"HEP",18848,"NON AWARD",59782,"0009N1","Non-Award Course",202412,0,0,"01/01/2010","NULL"
35,1055,"HEP",26838,"51620",63812,"516202","Master of Forensic Science - Thesis and Coursework",202479,19903,0,"01/01/2013","NULL"
35,1055,"HEP",19517,"51543",66266,"515403","Master of Psychology and Graduate Diploma in Education",202497,90701,70105,"01/01/2007","NULL"
35,1055,"HEP",31580,"52390",75065,"523902","Graduate Diploma in Criminal Investigation",202552,90905,0,"01/01/2014","NULL"
35,1055,"HEP",31587,"BH005",75090,"BH0051","Bachelor of Philosophy (Honours)",202556,90000,0,"01/01/2012","NULL"
35,1055,"HEP",33725,"72320",77287,"723201","Graduate Diploma in Biological Science",202583,10900,0,"01/01/2012","NULL"
35,1055,"HEP",33983,"31520",78709,"315201","Master of Teaching - Coursework",202597,70100,0,"01/01/2013","NULL"
35,1055,"HEP",65126,"513102",78909,"513102","Graduate Diploma in Pharmaceutical Science",202610,19907,0,"01/01/2012","NULL"
35,1055,"HEP",33980,"11532",79170,"115303","Master of Medieval and Early Modern Studies - Coursework and Dissertation",202629,90305,0,"01/01/2015","NULL"
35,1055,"HEP",36365,"91580",84307,"915801","Master of Neonatology - Coursework and Dissertation",202649,60109,0,"01/01/2014","NULL"
35,1055,"HEP",41185,"71520",92531,"715201","Master of Biomedical Science",202707,19901,0,"01/01/2015","NULL"
35,1055,"HEP",33993,"72290",79185,"722901","Graduate Certificate in Integrated Water Management",202632,50901,0,"01/01/2013","NULL"
35,1055,"HEP",36356,"25400",84206,"254001","Master of Landscape Architecture - Preliminary",202640,40105,0,"01/01/2014","NULL"
35,1055,"HEP",41193,"92510",92596,"925101","Master of Clinical Pathology",202712,60113,0,"01/01/2015","NULL"
35,1055,"HEP",44571,"43550",96142,"435501","Master of Commerce and Master of International Commercial Law",202733,90909,80000,"01/01/2015","NULL"
35,1055,"HEP",65152,"125402",98714,"125402","Master of Strategic Communication",202755,100700,0,"01/01/2017","NULL"
35,1055,"HEP",45607,"21550",99273,"215501","Master of Taxation Law",202791,90911,0,"01/01/2016","NULL"
35,1055,"HEP",35474,"90860",102624,"908601","Doctor of Dental Medicine",202835,60701,0,"01/01/2013","NULL"
35,1055,"HEP",41189,"71570",92681,"715701","Master of Geographic Information Science",202718,31199,0,"01/01/2015","NULL"
35,1055,"HEP",35284,"11220",101198,"112201","Diploma in Music",202800,100101,0,"01/01/2005","NULL"
35,1055,"HEP",47584,"25540",102166,"255401","Master of Building Information Modelling",202825,40303,0,"01/01/2017","NULL"
35,1055,"HEP",1663,"50490",10909,"504901GL","Higher Degree by Research Preliminary - Science",13403,61799,0,"01/01/2005","31/12/2006"
35,1055,"HEP",1663,"50490",10909,"504901GL","Higher Degree by Research Preliminary - Science",13404,61799,0,"01/01/2007","NULL"
35,1055,"HEP",1690,"51360",11509,"513601","Graduate Diploma in Regional Development",14311,50900,0,"01/01/2005","31/12/2005"
35,1055,"HEP",1690,"51360",11509,"513601","Graduate Diploma in Regional Development",14312,50900,0,"01/01/2006","NULL"
35,1055,"HEP",1713,"60490",11734,"604901DL","Higher Degree by Research Preliminary - Engineering, Computing and Mathematics",14615,70100,0,"01/01/2005","31/12/2006"
35,1055,"HEP",1713,"60490",11734,"604901DL","Higher Degree by Research Preliminary - Engineering, Computing and Mathematics",14616,70100,0,"01/01/2007","NULL"
35,1055,"HEP",1721,"60910",11834,"609101","Doctor of Engineering",14745,30000,0,"01/01/2005","31/12/2006"
35,1055,"HEP",1721,"60910",11834,"609101","Doctor of Engineering",14746,30000,0,"01/01/2007","NULL"
35,1055,"HEP",33979,"00710",131605,"0071002L01","Master of Philosophy - Research",234965,61305,0,"01/07/2012","NULL"
35,1055,"HEP",1672,"50710",134595,"5071005H02","Master of Science - Research",238985,10000,0,"01/01/2005","NULL"
35,1055,"HEP",36352,"01830",134606,"0183001L02","Doctor of Philosophy (Joint/Double Badged)",238996,10000,0,"01/01/2018","NULL"
35,1055,"HEP",20227,"41120",52471,"411201","Bachelor of Arts (Asian Studies) and Bachelor of Commerce",67180,80000,91500,"01/01/2005","NULL"
35,1055,"HEP",65427,"41390",142558,"413901","Graduate Certificate in Digital Marketing",249384,80505,0,"01/11/2024","NULL"
35,1055,"HEP",63614,"AU004",139586,"AU0041","Associate Degree in Applied Technologies (Computer Science)",245985,20100,0,"01/11/2023","NULL"
35,1055,"HEP",1472,"00830",8996,"008302BL","Doctor of Philosophy",200988,90300,0,"01/01/2006","NULL"
35,1055,"HEP",1472,"00830",9032,"008302HL","Doctor of Philosophy",201007,90305,0,"01/01/2005","31/12/2006"
35,1055,"HEP",1472,"00830",9032,"008302HL","Doctor of Philosophy",201008,61300,0,"01/01/2007","NULL"
35,1055,"HEP",1472,"00830",9232,"008302GL","Doctor of Philosophy",201074,61799,0,"01/01/2005","31/12/2006"
35,1055,"HEP",1472,"00830",9232,"008302GL","Doctor of Philosophy",201075,61799,0,"01/01/2007","NULL"
35,1055,"HEP",1487,"10240",9299,"102403","Bachelor of Social Work - Undergraduate (Four Year)",201109,90501,0,"01/01/2013","NULL"
35,1055,"HEP",1501,"20710",9581,"207101","Master of Criminal Justice - Research",201135,90905,0,"01/01/2005","31/12/2005"
35,1055,"HEP",1501,"20710",9581,"207101","Master of Criminal Justice - Research",201136,90905,0,"01/01/2006","NULL"
35,1055,"HEP",1509,"20510",9618,"205101","Master of Criminal Justice - Coursework",201145,90905,0,"01/01/2005","31/12/2005"
35,1055,"HEP",1509,"20510",9618,"205101","Master of Criminal Justice - Coursework",201146,90905,0,"01/01/2006","NULL"
35,1055,"HEP",1532,"11270",9768,"112701","Graduate Certificate in Social Work",201188,90501,0,"01/01/2005","31/12/2005"
35,1055,"HEP",1532,"11270",9768,"112701","Graduate Certificate in Social Work",201189,90501,0,"01/01/2006","NULL"
35,1055,"HEP",1547,"25720",9968,"257201","Master of Building Science - Research",201232,40101,0,"01/01/2005","31/12/2006"
35,1055,"HEP",1547,"25720",9968,"257201","Master of Building Science - Research",201233,40101,0,"01/01/2007","NULL"
35,1055,"HEP",46765,"72540",98754,"725402","Master of Hydrogeology",202763,10700,0,"01/01/2012","NULL"
35,1055,"HEP",35263,"21150",98897,"211502","Bachelor of Laws and Bachelor of Science",202777,90900,10000,"01/01/2005","NULL"
35,1055,"HEP",35286,"1027H",101255,"1027H1","Diploma in Arts - Undergraduate (Honours)",202806,90000,0,"01/01/2005","NULL"
35,1055,"HEP",49340,"12270",101462,"122701","Graduate Certificate in Fieldwork Practice",202821,90399,0,"01/01/2018","NULL"
35,1055,"HEP",35605,"40833",103477,"408303","Doctor of Business Administration",202845,80301,0,"01/01/2013","NULL"
35,1055,"HEP",35825,"51550",109275,"515501","Master of Science - Coursework",202870,10000,0,"01/01/2005","31/12/2005"
35,1055,"HEP",35825,"51550",109275,"515501","Master of Science - Coursework",202871,10000,0,"01/01/2006","NULL"
35,1055,"HEP",1596,"31600",10379,"316001","Master of Educational Studies by Thesis & Coursework",201347,70100,0,"01/01/2006","NULL"
35,1055,"HEP",1615,"40380",10481,"403802","Graduate Diploma in Marketing",201374,80505,0,"01/01/2005","31/12/2005"
35,1055,"HEP",1615,"40380",10481,"403802","Graduate Diploma in Marketing",201375,80505,0,"01/01/2006","NULL"
35,1055,"HEP",1595,"31390",10583,"313901","Graduate Diploma in Professional Studies in Education",201405,79900,0,"01/01/2005","31/12/2005"
35,1055,"HEP",1595,"31390",10583,"313901","Graduate Diploma in Professional Studies in Education",201406,79900,0,"01/01/2006","NULL"
35,1055,"HEP",1632,"40690",10649,"406902","Master of Electronic Marketing and Information Management",201415,80300,0,"01/01/2005","31/12/2005"
35,1055,"HEP",1632,"40690",10649,"406902","Master of Electronic Marketing and Information Management",201416,80300,0,"01/01/2006","NULL"
35,1055,"HEP",1696,"6013H",11594,"6013H1","Bachelor of Computer Science (Honours)",201648,20100,0,"01/01/2005","31/12/2005"
35,1055,"HEP",1696,"6013H",11594,"6013H1","Bachelor of Computer Science (Honours)",201649,20100,0,"01/01/2006","NULL"
35,1055,"HEP",1720,"60720",11692,"607201EBH","Master of Engineering - Research",201678,10700,0,"01/01/2007","NULL"
35,1055,"HEP",1742,"70710",12153,"707102GH","Master of Science in Agriculture - Research",201809,19900,0,"01/01/2005","31/12/2006"
35,1055,"HEP",1742,"70710",12153,"707102GH","Master of Science in Agriculture - Research",201810,19900,0,"01/01/2007","NULL"
35,1055,"HEP",1791,"90620",12694,"906202","Master of Clinical Research - Thesis and Coursework",201887,61300,0,"01/01/2011","NULL"
35,1055,"HEP",17340,"2014H",44841,"2014H1","Bachelor of Laws - Graduate Honours",201971,90900,0,"01/01/2005","NULL"
35,1055,"HEP",1523,"11510",9751,"115102","Master of Arts - Coursework",201185,90000,0,"01/01/2006","NULL"
35,1055,"HEP",1546,"11050",9901,"110501","Graduate Diploma in Arts (Advanced)",201213,90000,0,"01/01/2005","31/12/2005"
35,1055,"HEP",1546,"11050",9901,"110501","Graduate Diploma in Arts (Advanced)",201214,90000,0,"01/01/2006","NULL"
35,1055,"HEP",1537,"10760",10051,"107602EH","Master of Arts - Research",201248,39999,0,"01/01/2005","31/12/2006"
35,1055,"HEP",1537,"10760",10051,"107602EH","Master of Arts - Research",201249,39999,0,"01/01/2007","NULL"
35,1055,"HEP",1537,"10760",10052,"107602HL","Master of Arts - Research",201250,61300,0,"01/01/2005","31/12/2006"
35,1055,"HEP",1537,"10760",10052,"107602HL","Master of Arts - Research",201251,61300,0,"01/01/2007","NULL"
35,1055,"HEP",1608,"40120",10502,"401202","Bachelor of Economics",201376,91900,0,"01/01/2005","31/12/2005"
35,1055,"HEP",1608,"40120",10502,"401202","Bachelor of Economics",201377,91900,0,"01/01/2006","NULL"
35,1055,"HEP",1787,"90930",12923,"909302","Doctor of Surgery",201904,60103,0,"01/01/2005","31/12/2005"
35,1055,"HEP",1787,"90930",12923,"909302","Doctor of Surgery",201905,60103,0,"01/01/2006","NULL"
35,1055,"HEP",17116,"00860",43561,"008601DL","Doctor of Philosophy (Joint/Double Badged)",201937,70100,0,"01/01/2005","31/12/2006"
35,1055,"HEP",17116,"00860",43561,"008601DL","Doctor of Philosophy (Joint/Double Badged)",201938,70100,0,"01/01/2007","NULL"
35,1055,"HEP",17198,"50830",43943,"508302","Doctor of Clinical Pharmacy",201962,60500,0,"01/01/2013","NULL"
35,1055,"HEP",1500,"20720",9605,"207202","Master of Laws - Research",201143,90900,0,"01/01/2005","31/12/2005"
35,1055,"HEP",1500,"20720",9605,"207202","Master of Laws - Research",201144,90900,0,"01/01/2006","NULL"
35,1055,"HEP",1545,"11100",9930,"111002","Bachelor of Arts (Communication Studies)",201222,100700,0,"01/01/2005","31/12/2005"
35,1055,"HEP",1545,"11100",9930,"111002","Bachelor of Arts (Communication Studies)",201223,100700,0,"01/01/2006","NULL"
35,1055,"HEP",1668,"50560",10984,"505602","Master of Psychology - Coursework",201500,90701,0,"01/01/2005","31/12/2005"
35,1055,"HEP",1668,"50560",10984,"505602","Master of Psychology - Coursework",201501,90701,0,"01/01/2006","NULL"
35,1055,"HEP",1677,"51120",11559,"511202","Bachelor of Science and Technology",201635,10000,0,"01/01/2005","NULL"
35,1055,"HEP",1716,"60570",11691,"605702","Master of Medical Engineering",201676,39903,0,"01/01/2005","31/12/2005"
35,1055,"HEP",1716,"60570",11691,"605702","Master of Medical Engineering",201677,39903,0,"01/01/2006","NULL"
35,1055,"HEP",1742,"70710",12020,"707101HH","Master of Science in Agriculture - Research",201763,60101,0,"01/01/2005","31/12/2006"
35,1055,"HEP",1742,"70710",12020,"707101HH","Master of Science in Agriculture - Research",201764,60101,0,"01/01/2007","NULL"
35,1055,"HEP",1741,"70720",12034,"707202DH","Master of Science in Natural Resources - Research",201771,90701,0,"01/01/2005","31/12/2006"
35,1055,"HEP",1741,"70720",12034,"707202DH","Master of Science in Natural Resources - Research",201772,90701,0,"01/01/2007","NULL"
35,1055,"HEP",1766,"80490",12513,"804901","Higher Degree by Research Preliminary - Dentistry",201850,60701,0,"01/01/2005","NULL"
35,1055,"HEP",1555,"2512H",9952,"2512H2","Bachelor of Environmental Design (Honours)",201226,40107,0,"01/01/2005","31/12/2005"
35,1055,"HEP",1555,"2512H",9952,"2512H2","Bachelor of Environmental Design (Honours)",201227,40107,0,"01/01/2006","NULL"
35,1055,"HEP",1572,"30240",10116,"302402","Graduate Diploma in Educational Management",201270,70300,0,"01/01/2005","31/12/2005"
35,1055,"HEP",1572,"30240",10116,"302402","Graduate Diploma in Educational Management",201271,70300,0,"01/01/2006","NULL"
35,1055,"HEP",1553,"25140",10151,"251402","Bachelor of Landscape Architecture",201276,40105,0,"01/01/2005","31/12/2005"
35,1055,"HEP",1553,"25140",10151,"251402","Bachelor of Landscape Architecture",201277,40105,0,"01/01/2006","NULL"
35,1055,"HEP",1571,"30140",10266,"301402","Bachelor of Education (Honours)",201309,70100,0,"01/01/2005","31/12/2005"
35,1055,"HEP",1571,"30140",10266,"301402","Bachelor of Education (Honours)",201310,70100,0,"01/01/2006","NULL"
35,1055,"HEP",1602,"31700",10534,"317001","Master of Education - Thesis & Coursework",201387,70100,0,"01/01/2005","31/12/2005"
35,1055,"HEP",1602,"31700",10534,"317001","Master of Education - Thesis & Coursework",201388,70100,0,"01/01/2006","NULL"
35,1055,"HEP",1631,"40680",10701,"406802","Master of Marketing - Coursework",201431,80505,0,"01/01/2005","31/12/2005"
35,1055,"HEP",1631,"40680",10701,"406802","Master of Marketing - Coursework",201432,80505,0,"01/01/2006","NULL"
35,1055,"HEP",1675,"50910",11406,"509102","Doctor of Science",201588,10000,0,"01/01/2005","31/12/2005"
35,1055,"HEP",1675,"50910",11406,"509102","Doctor of Science",201589,10000,0,"01/01/2006","NULL"
35,1055,"HEP",24519,"6110H",60352,"6110H1","Bachelor of Computer and Mathematical Sciences and Bachelor of Engineeri",76085,30000,20100,"01/01/2005","NULL"
35,1055,"HEP",24520,"5022H",60441,"5022H1","Bachelor of Science and Bachelor of Economics or Commerce (Honours)",76180,80000,10000,"01/01/2005","NULL"
35,1055,"HEP",24518,"6116H",60727,"6116H2","Bachelor of Computer Science and Bachelor of Engineering (Honours)",76481,30000,20100,"01/01/2006","NULL"
35,1055,"HEP",59484,"BP030",129601,"BP0301","Bachelor of Psychology",232448,90701,0,"01/11/2021","NULL"
35,1055,"HEP",21291,"00810",130276,"0081001L02","Doctor of Philosophy",233337,61305,0,"01/01/2005","NULL"
35,1055,"HEP",21291,"00810",130283,"0081005H02","Doctor of Philosophy",233344,61305,0,"01/01/2005","NULL"
35,1055,"HEP",1672,"50710",130333,"5071009L01","Master of Science - Research",233394,10799,0,"01/01/2005","NULL"
35,1055,"HEP",59869,"CM009",130358,"CM0091","Bachelor of Science and Master of Geoscience",233419,10700,10700,"01/01/2021","NULL"
35,1055,"HEP",29566,"53510",130376,"535103","Master of Anatomical Sciences",233437,10900,0,"01/01/2018","NULL"
35,1055,"HEP",22366,"01810",53743,"018102","Doctor of Philosophy and Master of Infectious Diseases - Research",202263,10911,0,"01/01/2011","NULL"
35,1055,"HEP",21848,"00820",56726,"008201","Doctor of Philosophy and Master of Psychology",202270,90701,90701,"01/01/2005","NULL"
35,1055,"HEP",21851,"00850",56765,"008502IL","MBBS and Doctor of Philosophy - Research",202278,91901,60101,"01/01/2005","NULL"
35,1055,"HEP",21851,"00850",56790,"008501HH","MBBS and Doctor of Philosophy - Research",202283,60101,60101,"01/01/2005","NULL"
35,1055,"HEP",21853,"10250",56908,"102501","Bachelor of Arts and Bachelor of Education",202302,70100,90000,"01/01/2000","NULL"
35,1055,"HEP",20103,"51330",48823,"513302","Graduate Diploma in Infectious Diseases",202040,10911,0,"01/01/2012","NULL"
35,1055,"HEP",21290,"60710",51295,"607102","Master of Engineering Science - Research",202065,31300,0,"01/01/2005","31/12/2014"
35,1055,"HEP",21290,"60710",51295,"607102","Master of Engineering Science - Research",202066,30000,0,"01/01/2015","NULL"
35,1055,"HEP",21291,"00810",51700,"008102GL","Doctor of Philosophy",202142,61305,0,"01/01/2005","31/12/2006"
35,1055,"HEP",21291,"00810",51700,"008102GL","Doctor of Philosophy",202143,61799,0,"01/01/2007","NULL"
35,1055,"HEP",21291,"00810",51814,"008102ECH","Doctor of Philosophy",202146,31301,0,"01/01/2005","NULL"
35,1055,"HEP",20236,"51180",52635,"511802","Bachelor of Science and Bachelor of Education",202217,70100,10000,"01/01/2005","NULL"
35,1055,"HEP",21499,"11180",53421,"111801","Bachelor of Music Education",202257,70100,0,"01/01/2005","31/12/2008"
35,1055,"HEP",21499,"11180",53421,"111801","Bachelor of Music Education",202258,70100,0,"01/01/2009","NULL"
35,1055,"HEP",21848,"00820",56961,"008202","Doctor of Philosophy and Master of Psychology",202304,90701,90701,"01/01/2005","NULL"
35,1055,"HEP",21850,"00840",56962,"008402","Master of Clinical Audiology and Doctor of Philosophy",202305,19901,19901,"01/01/2005","NULL"
35,1055,"HEP",24172,"90590",58047,"905901","Master of Podiatric Medicine - Coursework and Dissertation",202332,61713,0,"01/01/2009","NULL"
35,1055,"HEP",66207,"MC006",144484,"MC0061","Agricultural Technology",251805,39999,0,"01/11/2024","NULL"
35,1055,"HEP",1619,"40490",10919,"404901FL","Higher Degree by Research Preliminary - Business",13417,90900,0,"01/01/2005","31/12/2006"
35,1055,"HEP",1468,"00410",8959,"004102HL","Doctor of Philosophy - Preliminary",200971,61300,0,"01/01/2005","31/12/2006"
35,1055,"HEP",1468,"00410",8959,"004102HL","Doctor of Philosophy - Preliminary",200972,61300,0,"01/01/2007","NULL"
35,1055,"HEP",1493,"10710",9168,"107102BL","Master of Arts - Research",201051,90000,0,"01/01/2005","31/12/2005"
35,1055,"HEP",1493,"10710",9168,"107102BL","Master of Arts - Research",201052,90300,0,"01/01/2006","NULL"
35,1055,"HEP",1493,"10710",9268,"107102EH","Master of Arts - Research",201088,39999,0,"01/01/2005","31/12/2006"
35,1055,"HEP",1493,"10710",9268,"107102EH","Master of Arts - Research",201089,39999,0,"01/01/2007","NULL"
35,1055,"HEP",1553,"25140",9972,"251401","Bachelor of Landscape Architecture",201234,40105,0,"01/01/2005","31/12/2005"
35,1055,"HEP",1553,"25140",9972,"251401","Bachelor of Landscape Architecture",201235,40105,0,"01/01/2006","NULL"
35,1055,"HEP",1574,"30340",10070,"303401","Graduate Diploma in Education",201260,70105,0,"01/01/2005","31/12/2005"
35,1055,"HEP",1574,"30340",10070,"303401","Graduate Diploma in Education",201261,70105,0,"01/01/2006","NULL"
35,1055,"HEP",1604,"40110",10431,"401102","Bachelor of Commerce",201364,80000,0,"01/01/2005","31/12/2005"
