"UID1_ProvidersResKey","E306_ProviderCode","E781_ProviderType","UID3_CoursesOfStudyResKey","E533_CourseOfStudyCode","UID5_CoursesResKey","E307_CourseCode","E394_CourseOfStudyName","UID48_CourseFieldsOfEducationResKey","E461_FieldOfEducationCode","E462_FieldOfEducationSupplementaryCode","E609_EffectiveFromDate","E610_EffectiveToDate"
35,1055,"HEP",1521,"2000N",9572,"2000N2","Non-Award (Law)",11291,0,0,"01/01/2005","NULL"
35,1055,"HEP",26257,"6112H",63554,"6112H2","Bachelor of Engineering and Bachelor of Arts (Asian Studies) (Honours)",79510,30000,91500,"01/01/2010","NULL"
35,1055,"HEP",21425,"X-PROV PG",52724,"2000P1","Cross-Institution Postgraduate",67489,0,0,"01/01/2007","NULL"
35,1055,"HEP",21836,"2111H",56502,"2111H1","Bachelor of Laws and Bachelor of Arts (Honours)",71887,90900,90000,"01/01/2007","NULL"
35,1055,"HEP",21834,"2117H",56619,"2117H1","Bachelor of Arts (Communication Studies) and Bachelor of Laws (Honours)",72014,90900,100700,"01/01/2007","NULL"
35,1055,"HEP",17121,"40420",43568,"404201BL","Master of Economics - Preliminary",56219,90300,0,"01/01/2005","31/12/2006"
35,1055,"HEP",17121,"40420",43568,"404201BL","Master of Economics - Preliminary",56220,90300,0,"01/01/2007","NULL"
35,1055,"HEP",17157,"10570",43617,"105701","Master of Social Work - Coursework",56302,90501,0,"01/01/2005","31/12/2006"
35,1055,"HEP",17157,"10570",43617,"105701","Master of Social Work - Coursework",56303,90501,0,"01/01/2007","NULL"
35,1055,"HEP",17171,"30410",43851,"304101FL","Master of Education - Preliminary",56660,90900,0,"01/01/2005","31/12/2006"
35,1055,"HEP",17171,"30410",43851,"304101FL","Master of Education - Preliminary",56661,90900,0,"01/01/2007","NULL"
35,1055,"HEP",17199,"51110",44070,"511102","Bachelor of Geology",56960,10703,0,"01/01/2005","31/12/2006"
35,1055,"HEP",17199,"51110",44070,"511102","Bachelor of Geology",56961,10703,0,"01/01/2007","NULL"
35,1055,"HEP",33979,"00710",78847,"007101AL","Master of Philosophy - Research",96358,40100,0,"01/01/2014","NULL"
35,1055,"HEP",1466,"00090",8974,"000901","Not for Degree (Study Abroad)",10461,0,0,"01/01/2005","NULL"
35,1055,"HEP",19516,"413301",66002,"41330","Graduate Diploma in Human Resources and Industrial Relations",82093,80300,0,"01/01/2007","NULL"
35,1055,"HEP",21847,"X-PROV UG",56813,"2500U1","Cross-Institution Undergraduate",72227,0,0,"01/01/2007","NULL"
35,1055,"HEP",17120,"40400",43492,"404001","Graduate Diploma in Industrial Relations",56100,80309,0,"01/01/2005","31/12/2006"
35,1055,"HEP",17120,"40400",43492,"404001","Graduate Diploma in Industrial Relations",56101,80309,0,"01/01/2007","NULL"
35,1055,"HEP",17102,"70430",43592,"704301GH","Master of Science in Horticulture - Preliminary",56260,19900,0,"01/01/2005","31/12/2006"
35,1055,"HEP",17102,"70430",43592,"704301GH","Master of Science in Horticulture - Preliminary",56261,19900,0,"01/01/2007","NULL"
35,1055,"HEP",17161,"20120",43728,"201201","Bachelor of Laws-(Postgraduate)",56472,90900,0,"01/01/2005","31/12/2006"
35,1055,"HEP",17161,"20120",43728,"201201","Bachelor of Laws-(Postgraduate)",56473,90900,0,"01/01/2007","NULL"
35,1055,"HEP",17177,"30530",43978,"305301","Master of Educational Management - Coursework",56831,70300,0,"01/01/2005","31/12/2006"
35,1055,"HEP",17177,"30530",43978,"305301","Master of Educational Management - Coursework",56832,70300,0,"01/01/2007","NULL"
35,1055,"HEP",1537,"10760",9818,"107601BL","Master of Arts - Research",11636,91523,0,"01/01/2005","31/12/2006"
35,1055,"HEP",1537,"10760",9818,"107601BL","Master of Arts - Research",11637,90300,0,"01/01/2007","NULL"
35,1055,"HEP",1543,"11120",9850,"111201","Bachelor of Musical Arts",11683,100101,0,"01/01/2005","31/12/2006"
35,1055,"HEP",1543,"11120",9850,"111201","Bachelor of Musical Arts",11684,100101,0,"01/01/2007","NULL"
35,1055,"HEP",17204,"60410",44071,"604101","Master of Engineering Science - Preliminary",56963,30900,0,"01/01/2007","NULL"
35,1055,"HEP",1468,"00410",8852,"004101EL","Doctor of Philosophy - Preliminary",10289,20100,0,"01/01/2005","31/12/2006"
35,1055,"HEP",1468,"00410",8852,"004101EL","Doctor of Philosophy - Preliminary",10290,20100,0,"01/01/2007","NULL"
35,1055,"HEP",1491,"10490",9184,"104901IH","Higher Degree by Research Preliminary - Arts",10770,50100,0,"01/01/2005","31/12/2006"
35,1055,"HEP",1491,"10490",9184,"104901IH","Higher Degree by Research Preliminary - Arts",10771,50100,0,"01/01/2007","NULL"
35,1055,"HEP",1492,"10410",9313,"104101HH","Master of Arts - Preliminary",10963,60101,0,"01/01/2005","31/12/2006"
35,1055,"HEP",1492,"10410",9313,"104101HH","Master of Arts - Preliminary",10964,60101,0,"01/01/2007","NULL"
35,1055,"HEP",1507,"20490",9543,"204901CL","Higher Degree by Research Preliminary - Law",11249,80300,0,"01/01/2005","31/12/2006"
35,1055,"HEP",1507,"20490",9543,"204901CL","Higher Degree by Research Preliminary - Law",11250,80300,0,"01/01/2007","NULL"
35,1055,"HEP",1516,"20040",9620,"200401","Law Bridging Programme (Not for degree)",11364,0,0,"01/01/2005","31/12/2008"
35,1055,"HEP",1516,"20040",9620,"200401","Law Bridging Programme (Not for degree)",11365,0,0,"01/01/2009","NULL"
35,1055,"HEP",1527,"11350",9679,"113501","Graduate Certificate in Arts (2nd Degree)",11445,90000,0,"01/01/2005","31/12/2005"
35,1055,"HEP",1527,"11350",9679,"113501","Graduate Certificate in Arts (2nd Degree)",11446,90000,0,"01/01/2006","NULL"
35,1055,"HEP",1507,"20490",9745,"204901EH","Higher Degree by Research Preliminary - Law",11531,39999,0,"01/01/2005","31/12/2006"
35,1055,"HEP",24186,"41560",58095,"415601","Master of Business Research",73655,80301,0,"01/01/2005","31/12/2005"
35,1055,"HEP",24186,"41560",58095,"415601","Master of Business Research",73656,80301,0,"01/01/2006","NULL"
35,1055,"HEP",17102,"70430",43394,"704301HH","Master of Science in Horticulture - Preliminary",55945,60101,0,"01/01/2005","31/12/2006"
35,1055,"HEP",17102,"70430",43394,"704301HH","Master of Science in Horticulture - Preliminary",55946,60101,0,"01/01/2007","NULL"
35,1055,"HEP",17111,"80710",43464,"807101","Master of Dental Science - Research",56057,60701,0,"01/01/2005","31/12/2006"
35,1055,"HEP",17111,"80710",43464,"807101","Master of Dental Science - Research",56058,60701,0,"01/01/2007","NULL"
35,1055,"HEP",17171,"30410",43696,"304101AL","Master of Education - Preliminary",56423,40100,0,"01/01/2005","31/12/2006"
35,1055,"HEP",17171,"30410",43696,"304101AL","Master of Education - Preliminary",56424,40100,0,"01/01/2007","NULL"
35,1055,"HEP",17121,"40420",43823,"404201CL","Master of Economics - Preliminary",56612,80300,0,"01/01/2005","31/12/2006"
35,1055,"HEP",17121,"40420",43823,"404201CL","Master of Economics - Preliminary",56613,80300,0,"01/01/2007","NULL"
35,1055,"HEP",1491,"10490",8900,"104901DH","Higher Degree by Research Preliminary - Arts",10360,90701,0,"01/01/2005","31/12/2006"
35,1055,"HEP",1491,"10490",8900,"104901DH","Higher Degree by Research Preliminary - Arts",10361,90701,0,"01/01/2007","NULL"
35,1055,"HEP",1488,"10280",9102,"102801","Graduate Certificate in Music Education",10643,100101,0,"01/01/2005","31/12/2006"
35,1055,"HEP",1488,"10280",9102,"102801","Graduate Certificate in Music Education",10644,100101,0,"01/01/2007","NULL"
35,1055,"HEP",26839,"60320",64040,"603201","Graduate Diploma in Information Technology",80019,20300,0,"01/01/2005","NULL"
35,1055,"HEP",21847,"X-PROV UG",56737,"7000U1","Cross-Institution Undergraduate",72148,0,0,"01/01/2007","NULL"
35,1055,"HEP",21873,"51100",56920,"511001","Bachelor of Music and Bachelor of Science",72339,100101,10000,"01/01/2005","NULL"
35,1055,"HEP",30552,"2110H",67886,"2110H2","Bachelor of Laws and Bachelor of Health Science (Honours)",84064,90900,61300,"01/01/2010","NULL"
35,1055,"HEP",17168,"25470",43650,"254701","Master of Curatorial Studies in Fine Arts - Preliminary",56351,100301,0,"01/01/2005","31/12/2006"
35,1055,"HEP",17168,"25470",43650,"254701","Master of Curatorial Studies in Fine Arts - Preliminary",56352,100301,0,"01/01/2007","NULL"
35,1055,"HEP",17133,"40630",43835,"406301","Master of Management (Human Resource Management)",56630,80303,0,"01/01/2005","31/12/2006"
35,1055,"HEP",17133,"40630",43835,"406301","Master of Management (Human Resource Management)",56631,80303,0,"01/01/2007","NULL"
35,1055,"HEP",17171,"30410",43850,"304101BL","Master of Education - Preliminary",56658,90300,0,"01/01/2005","31/12/2006"
35,1055,"HEP",17171,"30410",43850,"304101BL","Master of Education - Preliminary",56659,90300,0,"01/01/2007","NULL"
35,1055,"HEP",1491,"10490",9158,"104901IL","Higher Degree by Research Preliminary - Arts",10726,91901,0,"01/01/2005","31/12/2006"
35,1055,"HEP",1491,"10490",9158,"104901IL","Higher Degree by Research Preliminary - Arts",10727,91901,0,"01/01/2007","NULL"
35,1055,"HEP",1507,"20490",9592,"204901DL","Higher Degree by Research Preliminary - Law",11319,70100,0,"01/01/2005","31/12/2006"
35,1055,"HEP",1507,"20490",9592,"204901DL","Higher Degree by Research Preliminary - Law",11320,70100,0,"01/01/2007","NULL"
35,1055,"HEP",25782,"00870",59705,"008701AL","Doctor of Philosophy (Joint/Double-Badged)",75374,40100,0,"01/01/2005","31/12/2006"
35,1055,"HEP",25782,"00870",59705,"008701AL","Doctor of Philosophy (Joint/Double-Badged)",75375,40100,0,"01/01/2007","NULL"
35,1055,"HEP",25782,"00870",59770,"008701HH","Doctor of Philosophy (Joint/Double-Badged)",75447,60101,0,"01/01/2005","31/12/2006"
35,1055,"HEP",25782,"00870",59770,"008701HH","Doctor of Philosophy (Joint/Double-Badged)",75448,60101,0,"01/01/2007","NULL"
35,1055,"HEP",21834,"2117H",56562,"2117H2","Bachelor of Arts (Communication Studies) and Bachelor of Laws (Honours)",71951,90900,100700,"01/01/2012","NULL"
35,1055,"HEP",21847,"X-PROV UG",56630,"3000U1","Cross-Institution Undergraduate",72028,0,0,"01/01/2007","NULL"
35,1055,"HEP",17102,"70430",43440,"704301HL","Master of Science in Horticulture - Preliminary",56022,61300,0,"01/01/2005","31/12/2006"
35,1055,"HEP",17102,"70430",43440,"704301HL","Master of Science in Horticulture - Preliminary",56023,61300,0,"01/01/2007","NULL"
35,1055,"HEP",17159,"10590",43694,"105901","Master of Philosophy (Medieval & Renaissance Studies) - Cswk",56419,90305,0,"01/01/2005","31/12/2006"
35,1055,"HEP",17159,"10590",43694,"105901","Master of Philosophy (Medieval & Renaissance Studies) - Cswk",56420,90305,0,"01/01/2007","NULL"
35,1055,"HEP",17183,"50350",44026,"503501","Graduate Diploma in Science",56899,10000,0,"01/01/2005","31/12/2005"
35,1055,"HEP",17183,"50350",44026,"503501","Graduate Diploma in Science",56900,10000,0,"01/01/2006","NULL"
35,1055,"HEP",1507,"20490",9616,"204901DH","Higher Degree by Research Preliminary - Law",11357,90701,0,"01/01/2005","31/12/2006"
35,1055,"HEP",1507,"20490",9616,"204901DH","Higher Degree by Research Preliminary - Law",11358,90701,0,"01/01/2007","NULL"
35,1055,"HEP",17190,"50530",44038,"505301","Master of Physical and Health Education - Coursework",56917,69903,0,"01/01/2005","31/12/2006"
35,1055,"HEP",17190,"50530",44038,"505301","Master of Physical and Health Education - Coursework",56918,69903,0,"01/01/2007","NULL"
35,1055,"HEP",17193,"50610",44263,"506101EH","Master of Science - Dissertation & Coursework",57189,39999,0,"01/01/2005","31/12/2006"
35,1055,"HEP",17193,"50610",44263,"506101EH","Master of Science - Dissertation & Coursework",57190,39999,0,"01/01/2007","NULL"
35,1055,"HEP",17199,"51110",44274,"511101","Bachelor of Geology",57202,10703,0,"01/01/2005","31/12/2006"
35,1055,"HEP",17199,"51110",44274,"511101","Bachelor of Geology",57203,10703,0,"01/01/2007","NULL"
35,1055,"HEP",1492,"10410",9160,"104101GH","Master of Arts - Preliminary",10730,19900,0,"01/01/2005","31/12/2006"
35,1055,"HEP",1492,"10410",9160,"104101GH","Master of Arts - Preliminary",10731,19900,0,"01/01/2007","NULL"
35,1055,"HEP",1488,"10280",9246,"102802","Graduate Certificate in Music Education",10863,100101,0,"01/01/2005","31/12/2005"
35,1055,"HEP",1488,"10280",9246,"102802","Graduate Certificate in Music Education",10864,100101,0,"01/01/2006","NULL"
35,1055,"HEP",1518,"20020",9571,"200202","Not for Degree (Law), Postgraduate",11289,0,0,"01/01/2005","31/12/2005"
35,1055,"HEP",1518,"20020",9571,"200202","Not for Degree (Law), Postgraduate",11290,0,0,"01/01/2006","NULL"
35,1055,"HEP",55597,"CU006",115777,"CU0061","Undergraduate Certificate in Data Science",202902,20111,0,"01/01/2020","NULL"
35,1055,"HEP",55592,"CU001",115788,"CU0011","Undergraduate Certificate in Environmental Studies",202913,50900,0,"01/01/2020","NULL"
35,1055,"HEP",1472,"00830",9054,"008302EH","Doctor of Philosophy",10575,39999,0,"01/01/2006","NULL"
35,1055,"HEP",1549,"25490",9992,"254901GL","Higher Degree by Research Preliminary - Architecture, Landscape and Visual Arts",11914,61799,0,"01/01/2005","31/12/2006"
35,1055,"HEP",1549,"25490",9992,"254901GL","Higher Degree by Research Preliminary - Architecture, Landscape and Visual Arts",11915,61799,0,"01/01/2007","NULL"
35,1055,"HEP",55591,"BP024",115767,"BP0241","Bachelor of Science",202892,10000,0,"01/01/2020","NULL"
35,1055,"HEP",21425,"X-PROV PG",8924,"0009P1","Cross-Institution Postgraduate",200957,0,0,"01/01/2005","31/12/2005"
35,1055,"HEP",21425,"X-PROV PG",8924,"0009P1","Cross-Institution Postgraduate",200958,0,0,"01/01/2006","NULL"
35,1055,"HEP",1472,"00830",9007,"008302HH","Doctor of Philosophy",200992,90305,0,"01/01/2005","31/12/2005"
35,1055,"HEP",1472,"00830",9007,"008302HH","Doctor of Philosophy",200993,60101,0,"01/01/2006","NULL"
35,1055,"HEP",1493,"10710",9071,"107101EH","Master of Arts - Research",201023,39999,0,"01/01/2005","31/12/2006"
35,1055,"HEP",1493,"10710",9071,"107101EH","Master of Arts - Research",201024,39999,0,"01/01/2007","NULL"
35,1055,"HEP",1493,"10710",9124,"107102DL","Master of Arts - Research",201040,70100,0,"01/01/2005","31/12/2006"
35,1055,"HEP",1493,"10710",9124,"107102DL","Master of Arts - Research",201041,70100,0,"01/01/2007","NULL"
35,1055,"HEP",1489,"10370",9173,"103702","Graduate Diploma in Advanced Social Work",201057,90501,0,"01/01/2005","31/12/2005"
35,1055,"HEP",1489,"10370",9173,"103702","Graduate Diploma in Advanced Social Work",201058,90501,0,"01/01/2006","NULL"
35,1055,"HEP",25782,"00870",59706,"008701EL","Doctor of Philosophy (Joint/Double-Badged)",75376,20100,0,"01/01/2005","31/12/2006"
35,1055,"HEP",25782,"00870",59706,"008701EL","Doctor of Philosophy (Joint/Double-Badged)",75377,20100,0,"01/01/2007","NULL"
35,1055,"HEP",21847,"X-PROV UG",56725,"5000U1","Cross-Institution Undergraduate",72134,0,0,"01/01/2007","NULL"
35,1055,"HEP",29557,"60330",71497,"603101","Graduate Diploma in Engineering",88064,30000,0,"01/01/2005","NULL"
35,1055,"HEP",17170,"30120",43796,"301201","Bachelor of Physical Education",56577,69903,0,"01/01/2005","31/12/2006"
35,1055,"HEP",17170,"30120",43796,"301201","Bachelor of Physical Education",56578,69903,0,"01/01/2007","NULL"
35,1055,"HEP",17184,"50410",43996,"504101CL","Master of Science - Preliminary",56858,80300,0,"01/01/2005","31/12/2006"
35,1055,"HEP",17184,"50410",43996,"504101CL","Master of Science - Preliminary",56859,80300,0,"01/01/2007","NULL"
35,1055,"HEP",17206,"60440",44055,"604401","Master of Oil and Gas Engineering - Preliminary",56943,30303,0,"01/01/2005","31/12/2006"
35,1055,"HEP",17206,"60440",44055,"604401","Master of Oil and Gas Engineering - Preliminary",56944,30303,0,"01/01/2007","NULL"
35,1055,"HEP",1468,"00410",8727,"004101BL","Doctor of Philosophy - Preliminary",10136,90300,0,"01/01/2005","31/12/2006"
35,1055,"HEP",1468,"00410",8727,"004101BL","Doctor of Philosophy - Preliminary",10137,90300,0,"01/01/2007","NULL"
35,1055,"HEP",1493,"10710",9161,"107101","Master of Arts - Research",10732,91500,0,"01/01/2006","NULL"
35,1055,"HEP",1507,"20490",9672,"204901EL","Higher Degree by Research Preliminary - Law",11431,20100,0,"01/01/2005","31/12/2006"
35,1055,"HEP",26260,"2118H",63374,"2118H1","Bachelor of Laws - Undergraduate (Honours)",79326,90900,0,"01/01/2006","NULL"
35,1055,"HEP",55103,"92340",114650,"923401","Graduate Diploma in Clinical Dentistry",182692,60701,0,"01/01/2020","NULL"
35,1055,"HEP",21843,"50170",56572,"501701","Bachelor of Science and Bachelor of Laws",71963,90900,10000,"01/01/2005","NULL"
35,1055,"HEP",21839,"10160",56715,"101601","Bachelor of Arts and Bachelor of Jurisprudence",72123,90900,90000,"01/01/2005","NULL"
35,1055,"HEP",17134,"40640",43715,"406401","Master of Industrial Relations - Coursework",56449,80309,0,"01/01/2005","31/12/2006"
35,1055,"HEP",17134,"40640",43715,"406401","Master of Industrial Relations - Coursework",56450,80309,0,"01/01/2007","NULL"
35,1055,"HEP",17117,"40300",43822,"403001","Graduate Diploma in Human Resource Management",56610,80303,0,"01/01/2005","31/12/2006"
35,1055,"HEP",17117,"40300",43822,"403001","Graduate Diploma in Human Resource Management",56611,80303,0,"01/01/2007","NULL"
35,1055,"HEP",17184,"50410",44040,"504101IL","Master of Science - Preliminary",56921,91901,0,"01/01/2005","31/12/2006"
35,1055,"HEP",17184,"50410",44040,"504101IL","Master of Science - Preliminary",56922,91901,0,"01/01/2007","NULL"
35,1055,"HEP",33989,"51612",78836,"516103GL","Master of Science - Thesis and Coursework",96346,61799,0,"01/01/2013","NULL"
35,1055,"HEP",1468,"00410",8926,"004101HH","Doctor of Philosophy - Preliminary",10397,60101,0,"01/01/2005","31/12/2006"
35,1055,"HEP",1468,"00410",8926,"004101HH","Doctor of Philosophy - Preliminary",10398,60101,0,"01/01/2007","NULL"
35,1055,"HEP",1497,"20540",9580,"205402","Master of Banking and Finance Law",11301,90901,0,"01/01/2005","31/12/2005"
35,1055,"HEP",1507,"20490",9673,"204901IH","Higher Degree by Research Preliminary - Law",11433,50100,0,"01/01/2005","31/12/2006"
35,1055,"HEP",1507,"20490",9673,"204901IH","Higher Degree by Research Preliminary - Law",11434,50100,0,"01/01/2007","NULL"
35,1055,"HEP",1548,"25710",9990,"257101","Master of Architecture - Research",11910,40101,0,"01/01/2005","31/12/2005"
35,1055,"HEP",1548,"25710",9990,"257101","Master of Architecture - Research",11911,40101,0,"01/01/2006","NULL"
35,1055,"HEP",1493,"10710",9073,"107102CL","Master of Arts - Research",201027,80300,0,"01/01/2005","31/12/2006"
35,1055,"HEP",1493,"10710",9073,"107102CL","Master of Arts - Research",201028,80300,0,"01/01/2007","NULL"
35,1055,"HEP",1513,"20310",9675,"203102","Graduate Diploma in Criminal Justice",201159,90905,0,"01/01/2005","31/12/2005"
35,1055,"HEP",1513,"20310",9675,"203102","Graduate Diploma in Criminal Justice",201160,90905,0,"01/01/2006","NULL"
35,1055,"HEP",1528,"11320",9692,"113201","Graduate Diploma in Applied Maritime Archaeology",201163,90307,0,"01/01/2005","31/12/2005"
35,1055,"HEP",1528,"11320",9692,"113201","Graduate Diploma in Applied Maritime Archaeology",201164,90307,0,"01/01/2006","NULL"
35,1055,"HEP",1531,"11300",9792,"113001","Graduate Diploma in Communication Studies",201190,100700,0,"01/01/2005","31/12/2005"
35,1055,"HEP",1531,"11300",9792,"113001","Graduate Diploma in Communication Studies",201191,100700,0,"01/01/2006","NULL"
35,1055,"HEP",1537,"10760",9873,"107602AL","Master of Arts - Research",201205,40100,0,"01/01/2005","31/12/2006"
35,1055,"HEP",1537,"10760",9873,"107602AL","Master of Arts - Research",201206,40100,0,"01/01/2007","NULL"
35,1055,"HEP",1472,"00830",9222,"008302EBH","Doctor of Philosophy",201071,10700,0,"01/01/2007","NULL"
35,1055,"HEP",1537,"10760",9926,"107602BL","Master of Arts - Research",201215,90000,0,"01/01/2005","31/12/2005"
35,1055,"HEP",1537,"10760",9926,"107602BL","Master of Arts - Research",201216,90300,0,"01/01/2006","NULL"
35,1055,"HEP",1539,"10920",10024,"109202","Doctor of Music",201244,100101,0,"01/01/2005","31/12/2005"
35,1055,"HEP",1539,"10920",10024,"109202","Doctor of Music",201245,100101,0,"01/01/2006","NULL"
35,1055,"HEP",1601,"31640",10328,"316401","Master of Education in Applied Linguistics - Thesis & Cswk",201325,70100,0,"01/01/2005","31/12/2005"
35,1055,"HEP",1601,"31640",10328,"316401","Master of Education in Applied Linguistics - Thesis & Cswk",201326,70100,0,"01/01/2006","NULL"
35,1055,"HEP",1663,"50490",10894,"504901","Higher Degree by Research Preliminary - Science",201475,10000,0,"01/01/2006","NULL"
35,1055,"HEP",1680,"51130",11247,"511301","Bachelor of Science European",201550,10000,0,"01/01/2005","31/12/2005"
35,1055,"HEP",1680,"51130",11247,"511301","Bachelor of Science European",201551,10000,0,"01/01/2006","NULL"
35,1055,"HEP",1688,"51320",11379,"513201","Graduate Diploma in Human Biology",201583,10913,0,"01/01/2005","31/12/2005"
35,1055,"HEP",1688,"51320",11379,"513201","Graduate Diploma in Human Biology",201584,10913,0,"01/01/2006","NULL"
35,1055,"HEP",1688,"51320",11562,"513202","Graduate Diploma in Human Biology",201636,10913,0,"01/01/2014","NULL"
35,1055,"HEP",1714,"60550",11745,"605502","Master of Oil and Gas Engineering - Coursework",201683,30303,0,"01/01/2005","31/12/2005"
35,1055,"HEP",25774,"5116H",59516,"5116H3","Bachelor of Science/Bachelor of Engineering Honours",75175,30000,10000,"01/01/2013","NULL"
35,1055,"HEP",21425,"X-PROV PG",52764,"2500P1","Cross-Institution Postgraduate",67537,0,0,"01/01/2007","NULL"
35,1055,"HEP",17102,"70430",43515,"704301FL","Master of Science in Horticulture - Preliminary",56135,90900,0,"01/01/2005","31/12/2006"
35,1055,"HEP",17102,"70430",43515,"704301FL","Master of Science in Horticulture - Preliminary",56136,90900,0,"01/01/2007","NULL"
35,1055,"HEP",17102,"70430",43547,"704301DH","Master of Science in Horticulture - Preliminary",56186,90701,0,"01/01/2005","31/12/2006"
35,1055,"HEP",17102,"70430",43547,"704301DH","Master of Science in Horticulture - Preliminary",56187,90701,0,"01/01/2007","NULL"
35,1055,"HEP",17171,"30410",43797,"304101EH","Master of Education - Preliminary",56579,39999,0,"01/01/2005","31/12/2006"
35,1055,"HEP",17171,"30410",43797,"304101EH","Master of Education - Preliminary",56580,39999,0,"01/01/2007","NULL"
35,1055,"HEP",17193,"50610",44090,"506101GL","Master of Science - Dissertation & Coursework",56986,61799,0,"01/01/2005","31/12/2006"
35,1055,"HEP",17193,"50610",44090,"506101GL","Master of Science - Dissertation & Coursework",56987,61799,0,"01/01/2007","NULL"
35,1055,"HEP",1468,"00410",8701,"004101","Doctor of Philosophy - Preliminary",10100,91501,0,"01/01/2005","NULL"
35,1055,"HEP",1468,"00410",8733,"004101IH","Doctor of Philosophy - Preliminary",10146,50100,0,"01/01/2005","31/12/2006"
35,1055,"HEP",1468,"00410",8733,"004101IH","Doctor of Philosophy - Preliminary",10147,50100,0,"01/01/2007","NULL"
35,1055,"HEP",1491,"10490",8901,"104901GL","Higher Degree by Research Preliminary - Arts",10362,61799,0,"01/01/2005","31/12/2006"
35,1055,"HEP",17207,"60510",44102,"605101","Master of Engineering Science - Coursework",57003,30900,0,"01/01/2007","NULL"
35,1055,"HEP",1478,"10140",8887,"101401","Bachelor of Psychology",10343,90701,0,"01/01/2005","31/12/2006"
35,1055,"HEP",1478,"10140",8887,"101401","Bachelor of Psychology",10344,90701,0,"01/01/2007","NULL"
35,1055,"HEP",1464,"00040",8923,"000401","Aboriginal Pre-Medicine Programme",10391,60101,0,"01/01/2005","31/12/2006"
35,1055,"HEP",1464,"00040",8923,"000401","Aboriginal Pre-Medicine Programme",10392,60101,0,"01/01/2007","NULL"
35,1055,"HEP",1468,"00410",8957,"004102","Doctor of Philosophy - Preliminary",10438,91501,0,"01/01/2005","NULL"
35,1055,"HEP",1491,"10490",9257,"104901HL","Higher Degree by Research Preliminary - Arts",10879,61300,0,"01/01/2005","31/12/2006"
35,1055,"HEP",1491,"10490",9257,"104901HL","Higher Degree by Research Preliminary - Arts",10880,61300,0,"01/01/2007","NULL"
35,1055,"HEP",1504,"20530",9606,"205301","Master of Taxation Studies - Coursework",11345,90911,0,"01/01/2005","31/12/2006"
35,1055,"HEP",1504,"20530",9606,"205301","Master of Taxation Studies - Coursework",11346,90911,0,"01/01/2007","NULL"
35,1055,"HEP",1510,"20340",9674,"203402","Graduate Diploma in Banking and Finance Law",11435,90901,0,"01/01/2005","31/12/2005"
35,1055,"HEP",1510,"20340",9674,"203402","Graduate Diploma in Banking and Finance Law",11436,90901,0,"01/01/2006","NULL"
35,1055,"HEP",1518,"20020",9676,"200201","Not for Degree (Law), Postgraduate",11439,0,0,"01/01/2005","31/12/2008"
35,1055,"HEP",1518,"20020",9676,"200201","Not for Degree (Law), Postgraduate",11440,0,0,"01/01/2009","NULL"
35,1055,"HEP",1584,"30730",10311,"307302","Master of Education in Applied Linguistics - Research",201315,70100,0,"01/01/2005","31/12/2005"
35,1055,"HEP",1584,"30730",10311,"307302","Master of Education in Applied Linguistics - Research",201316,70100,0,"01/01/2006","NULL"
35,1055,"HEP",1608,"40120",10628,"401201","Bachelor of Economics",201409,91900,0,"01/01/2005","31/12/2005"
35,1055,"HEP",1608,"40120",10628,"401201","Bachelor of Economics",201410,91900,0,"01/01/2006","NULL"
35,1055,"HEP",1638,"41520",10677,"415202","Master of Business Administration - Coursework",201423,80301,0,"01/01/2005","31/12/2005"
35,1055,"HEP",1638,"41520",10677,"415202","Master of Business Administration - Coursework",201424,80301,0,"01/01/2006","NULL"
35,1055,"HEP",1672,"50710",11194,"507101EH","Master of Science - Research",201537,39999,0,"01/01/2005","31/12/2006"
35,1055,"HEP",1672,"50710",11194,"507101EH","Master of Science - Research",201538,39999,0,"01/01/2007","NULL"
35,1055,"HEP",1672,"50710",11196,"507102CL","Master of Science - Research",201541,80300,0,"01/01/2005","31/12/2006"
35,1055,"HEP",1672,"50710",11196,"507102CL","Master of Science - Research",201542,80300,0,"01/01/2007","NULL"
35,1055,"HEP",1672,"50710",11428,"507101CL","Master of Science - Research",201603,80300,0,"01/01/2005","31/12/2006"
35,1055,"HEP",1672,"50710",11428,"507101CL","Master of Science - Research",201604,80300,0,"01/01/2007","NULL"
35,1055,"HEP",1720,"60720",11747,"607201ECH","Master of Engineering - Research",201687,31300,0,"01/01/2007","NULL"
35,1055,"HEP",1725,"70110",11762,"701103","Bachelor of Science in Agriculture",201690,50100,0,"01/01/2013","NULL"
35,1055,"HEP",25782,"00870",59707,"008701IH","Doctor of Philosophy (Joint/Double-Badged)",75378,50100,0,"01/01/2005","31/12/2006"
35,1055,"HEP",25782,"00870",59707,"008701IH","Doctor of Philosophy (Joint/Double-Badged)",75379,50100,0,"01/01/2007","NULL"
35,1055,"HEP",21425,"X-PROV PG",52880,"1000P1","Cross-Institution Postgraduate",67677,0,0,"01/01/2007","NULL"
35,1055,"HEP",21863,"40160",56767,"401601","Bachelor of Arts (Asian Studies) and Bachelor of Economics",72179,91900,91500,"01/01/2005","NULL"
35,1055,"HEP",17166,"25430",43849,"254301","Master of Fine Arts - Preliminary",56656,100301,0,"01/01/2005","31/12/2006"
35,1055,"HEP",17166,"25430",43849,"254301","Master of Fine Arts - Preliminary",56657,100301,0,"01/01/2007","NULL"
